,BMS-536924,GSK269962A,Doxorubicin,Etoposide,Gemcitabine,Mitomycin-C,Vinorelbine ,NSC-87877,Bicalutamide,QS11,CP466722,Midostaurin,CHIR-99021,Ponatinib,AZD6482,JNK-9L,PF-562271,HG6-64-1,JQ1,JQ12,DMOG,FTI-277,OSU-03012,Shikonin,AKT inhibitor VIII,Embelin,FH535,PAC-1,IPA-3,GSK650394,BAY-61-3606,5-Fluorouracil,Thapsigargin,Obatoclax Mesylate,BMS-754807,Linsitinib,Bexarotene,LFM-A13,GW-2580,Luminespib,Phenformin,Bryostatin 1,Pazopanib,Dacinostat,Epothilone B,GSK1904529A,BMS-345541,Tipifarnib,Avagacestat,Ruxolitinib,AS601245,Ispinesib Mesylate,TL-2-105,AT-7519,TAK-715,BX-912,ZSTK474,AS605240,Genentech Cpd 10,GSK1070916,Enzastaurin,GSK429286A,FMK,QL-XII-47,Idelalisib,UNC0638,Cabozantinib,WZ3105,XMD14-99,Quizartinib,CP724714,JW-7-24-1,NPK76-II-72-1,STF-62247,NG-25,TL-1-85,VX-11e,FR-180204,Tubastatin A,Zibotentan,Sepantronium bromide,NSC-207895,VNLG/124,AR-42,CUDC-101,Belinostat,I-BET-762,CAY10603,Linifanib,BIX02189,Alectinib,Pelitinib,Omipalisib,KIN001-236,KIN001-244,WHI-P97,KIN001-260,KIN001-266,Masitinib,Amuvatinib,MPS-1-IN-1,NVP-BHG712,OSI-930,OSI-027,CX-5461,PHA-793887,PI-103,PIK-93,SB52334,TPCA-1,Fedratinib,Foretinib,Y-39983,YM201636,Tivozanib,GSK690693,SNX-2112,QL-XI-92,XMD13-2,QL-X-138,XMD15-27,T0901317,Selisistat,THZ-2-49,KIN001-270,THZ-2-102-1,AICA Ribonucleotide,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Methotrexate,Tretinoin,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Refametinib,CI-1040,Temsirolimus,Olaparib,Veliparib,Bosutinib,Lenalidomide,Axitinib,AZD7762,GW441756,Lestaurtinib,Tanespimycin,VX-702,Motesanib,KU-55933,Elesclomol,Afatinib,Vismodegib,PLX-4720,BX795,NU7441,SL0101,Doramapimod,JNK Inhibitor VIII,Nutlin-3a (-),PD173074,ZM447439,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,SB590885,Selumetinib,CCT007093,EHT-1864,Cetuximab,PF-4708671,Serdemetan,TW 37,CCT-018159,Rucaparib,SB505124,Tamoxifen,PFI-1,IOX2,YK-4-279,(5Z)-7-Oxozeaenol,Piperlongumine,Daporinad,Talazoparib,rTRAIL,UNC1215,SGC0946,ICL1100013,XAV939,Trametinib,Dabrafenib,Temozolomide,Bleomycin (50 uM),SN-38,PFI-3
909757,0.939982,0.977195,0.963556,0.966237,0.919528,0.697452,0.730904,0.972351,0.760642,0.977098,0.913454,0.932599,0.960929,0.919347,0.971439,0.686709,0.945419,0.920371,0.809166,0.842521,0.834534,0.982433,0.891584,0.628884,0.973047,0.928647,0.723957,0.979722,0.972138,0.865237,0.916722,0.682802,0.916296,0.749495,0.778448,0.969877,0.981556,0.981955,0.971734,0.968788,0.541505,0.951103,0.971301,0.536045,0.772053,0.982433,0.918797,0.975252,0.967351,0.980938,0.925727,0.946787,0.979445,0.958208,0.939027,0.880047,0.830297,0.920992,0.939032,0.8081,0.954966,0.972271,0.981558,0.892106,0.968362,0.876801,0.936679,0.795669,0.982433,0.980271,0.971821,0.781338,0.93815,0.978981,0.943512,0.965056,0.786593,0.971221,0.957024,0.973937,0.877403,0.97247,0.976816,0.564215,0.769453,0.459852,0.813915,0.610534,0.980596,0.960348,0.975166,0.762747,0.449622,0.974058,0.909214,0.961429,0.952483,0.83657,0.893522,0.90898,0.869058,0.866481,0.925781,0.652755,0.966315,0.982074,0.973708,0.889331,0.940854,0.902478,0.83375,0.797167,0.933974,0.932283,0.982433,0.880414,0.675866,0.976348,0.918761,0.789975,0.982255,0.975716,0.979584,0.838789,0.96264,0.593631,0.966248,0.820914,0.960204,0.832678,0.949298,0.982433,0.964135,0.979187,0.964986,0.735222,0.976151,0.830376,0.853265,0.978897,0.916534,0.97863,0.975164,0.973523,0.958419,0.914627,0.93669,0.882679,0.951001,0.982424,0.982242,0.982433,0.981047,0.949235,0.981148,0.967076,0.938751,0.982433,0.94176,0.9729,0.981498,0.977153,0.91726,0.961898,0.972638,0.941633,0.970806,0.961141,0.938612,0.977843,0.850342,0.893711,0.940742,0.98214,0.965478,0.970924,0.981743,0.964663,0.931799,0.982419,0.982433,0.980066,0.979953,0.97883,0.979631,NA,0.804467,0.908499,0.605012,0.980066,0.738493,0.980066,0.980066,0.969139,0.979278,0.888142,0.980066,0.956621,0.736068,0.770658,NA
907270,0.894046,0.892739,0.965856,0.984915,0.983761,0.651734,0.964918,0.97387,0.965633,0.987126,0.929375,0.984746,0.97987,0.987153,0.868164,0.816263,0.976077,0.985259,0.794051,0.967632,0.942563,0.987085,0.868907,0.885806,0.970075,0.965414,0.920657,0.962182,0.885598,0.98452,0.962211,0.766375,0.364036,0.871956,0.984699,0.987232,0.98543,0.987246,0.985938,0.860542,0.793743,0.987243,0.985481,0.493029,0.986881,0.987197,0.911448,0.966523,0.986747,0.987147,0.966425,0.982043,0.984666,0.721009,0.94703,0.944165,0.970402,0.856175,0.98183,0.990346,0.784826,0.983687,0.987246,0.873535,0.987128,0.657687,0.914413,0.909697,0.986169,0.985072,0.973187,0.854529,0.868744,0.967262,0.904809,0.94683,0.796858,0.967384,0.969351,0.979811,0.080465,0.950887,0.985391,0.469001,0.512557,0.324199,0.88901,0.437391,0.9861,0.946223,0.984054,0.980678,0.909552,0.983044,0.916566,0.97676,0.931899,0.852135,0.930551,0.822824,0.816736,0.886675,0.95236,0.854674,0.900661,0.818881,0.937232,0.813513,0.944501,0.782889,0.909191,0.676552,0.92886,0.940055,0.986638,0.987061,0.395443,0.986943,0.981108,0.868985,0.987246,0.9669,0.984797,0.729149,0.984681,0.223991,0.774444,0.133942,0.737498,0.809191,0.697277,0.552341,0.884301,0.941031,0.561155,0.435476,0.911948,0.860302,0.658938,0.593831,0.869765,0.920167,0.751706,0.978574,0.821293,0.467128,0.977155,0.411942,0.775689,0.889014,0.980344,0.872242,0.665061,0.967533,0.899062,0.82051,0.786833,0.933371,0.964786,0.944114,0.982921,0.717446,0.942677,0.873677,0.940964,0.902673,0.862995,0.679065,0.783483,0.656917,0.893309,0.951881,0.938431,0.981803,0.954256,0.985816,0.963342,0.717931,0.477739,0.822406,0.947709,0.97281,0.962587,0.782411,0.982534,0.517422,0.535095,0.710679,0.116844,0.642587,0.927114,0.965642,0.976045,0.643123,0.946091,0.764194,0.752517,0.818953,0.430593,0.324961,0.977114
908121,0.944338,0.952214,0.757781,0.868865,0.739973,0.461632,0.632024,0.958832,0.984682,0.984583,0.9172,0.98686,0.984278,0.988774,0.829333,0.651331,0.962878,0.864409,0.589099,0.503838,0.766567,0.950316,0.833094,0.525759,0.689863,0.758114,0.547706,0.960328,NA,0.870108,0.812199,0.978753,0.171048,0.456813,0.923899,0.980167,0.945298,0.978437,0.988774,0.568258,0.924823,0.977052,0.892977,0.342443,0.789679,0.980637,0.942086,0.609001,0.944526,0.987947,0.808875,0.98308,0.985722,0.971504,0.985785,0.98856,0.68761,0.890196,0.984365,0.991569,0.973067,0.987861,0.985602,0.863187,0.978095,0.94186,0.966898,0.880625,0.988657,0.988686,0.945339,0.852961,0.949081,0.988621,0.957706,0.97782,0.980308,0.969944,0.953744,0.986858,0.534972,0.983457,0.988494,0.452268,0.430264,0.394659,0.839577,0.538979,0.988689,0.984953,0.988679,0.798621,0.425204,0.976845,0.92068,0.97916,0.980485,0.95667,0.948355,0.912604,0.978529,0.939492,0.966851,0.724147,0.988767,0.97599,0.946968,0.574388,0.941982,0.957516,0.948632,0.945407,0.983917,0.845654,0.986027,0.900842,0.492735,0.976374,0.954198,0.761653,0.984633,0.974163,0.984337,0.891274,0.983869,0.893775,0.845555,0.302236,0.909255,0.896516,0.750778,0.98636,0.964792,0.935954,0.981059,0.675254,0.976025,0.885972,0.882617,0.725104,0.975454,0.980907,0.929708,0.958566,0.98092,0.737317,0.975912,0.740754,0.380874,0.984059,0.974049,0.974794,0.531267,0.837228,0.983548,0.984582,0.97598,0.972265,0.98803,0.953547,0.988588,0.976048,0.988774,0.958121,0.979787,0.632415,0.91407,0.724327,0.595157,0.701972,0.914551,0.988774,0.966574,0.954942,0.942933,0.97818,0.96951,0.830172,0.499299,0.914864,0.988774,0.980003,0.941135,0.862286,0.9876,0.748778,0.795711,0.743491,0.968652,0.987614,0.976833,0.987537,0.987614,0.962846,0.967701,0.964357,0.982637,0.973844,0.961523,0.823326,0.986204
909713,0.625448,0.665911,0.552416,0.624831,0.364097,0.338813,0.671837,0.842888,0.929198,0.874282,0.824316,0.848209,0.970884,0.860761,0.898836,0.54272,0.877387,0.624642,0.505683,0.696697,0.772462,0.969141,0.743142,0.378866,0.889192,0.753733,0.431386,0.973521,0.969093,0.83537,0.899587,0.949832,0.283353,0.069594,0.759862,0.914994,0.818377,0.909211,0.972688,0.633118,0.539875,0.951098,0.760829,0.406788,0.616934,0.954206,0.876438,0.538123,0.947179,0.964013,0.84745,0.957006,0.923836,0.88858,0.942325,0.903049,0.829063,0.384047,0.869039,0.912777,0.756348,0.954938,0.932139,0.7957,0.963812,0.643339,0.871778,0.903753,0.956258,0.951275,0.960704,0.77488,0.878733,0.969027,0.783971,0.905635,0.614114,0.867854,0.963756,0.971664,0.288109,0.96404,0.974804,0.755928,0.824534,0.696203,0.846876,0.824875,0.95985,0.928349,0.920972,0.925713,0.785996,0.931152,0.705427,0.909038,0.861184,0.805571,0.854123,0.922634,0.945025,0.619751,0.95475,0.634605,0.970611,0.964242,0.743993,0.80588,0.894398,0.833062,0.908599,0.64221,0.935205,0.811453,0.972803,0.969858,0.550409,0.959515,0.949134,0.824945,0.967915,0.975076,0.960137,0.786233,0.951251,0.591539,0.846491,0.737352,0.937618,0.909843,0.689474,0.962839,0.9502,0.955313,0.968893,0.854197,0.970529,0.389981,0.489681,0.791212,0.927804,0.971364,0.924791,0.967819,0.958752,0.850795,0.957661,0.49341,0.592714,0.968088,0.973792,0.973366,0.852457,0.869762,0.974136,0.445702,0.902372,0.967759,0.975076,0.968529,0.975076,0.806221,0.972271,0.942401,0.955155,0.973815,0.826241,0.737549,0.740981,0.752722,0.4608,0.630717,0.490653,0.975001,0.953439,0.953989,0.913303,0.851063,0.436199,0.935757,0.974275,0.960658,0.866872,0.848884,0.970884,0.952154,0.117896,0.665153,0.506954,0.737647,0.965876,0.959109,0.959927,0.716137,0.853574,0.102324,0.109798,0.912491,0.595683,0.729691,0.725676
1240219,0.922422,0.92883,0.517921,0.524499,0.189359,0.266696,0.865258,0.986597,0.98086,0.876219,0.709451,0.910817,0.973174,0.855008,0.973693,0.63662,0.91855,0.592592,0.441071,0.73226,0.822066,0.971389,0.659094,0.55157,0.870343,0.723132,0.564163,0.800151,0.984114,0.802722,0.880389,0.632596,0.414239,0.081422,0.623018,0.769359,0.956602,0.951715,0.986365,0.877374,0.460259,0.974333,0.940922,0.525737,0.461771,0.965006,0.882341,0.554918,0.976638,0.977889,0.914734,0.903953,0.95982,0.866567,0.919895,0.906086,0.678123,0.520034,0.914939,0.862941,0.932328,0.886644,0.911751,0.804394,0.924216,0.646985,0.842964,0.992206,0.945371,0.986042,0.968588,0.780086,0.829925,0.945516,0.697766,0.76463,0.606667,0.920121,0.737777,0.979147,0.14252,0.960207,0.980402,0.515556,0.627009,0.408069,0.542251,0.504922,0.98661,0.694104,0.973616,0.562603,0.488972,0.958701,0.736834,0.951449,0.837708,0.762441,0.928291,0.956357,0.837525,0.631571,0.967108,0.401354,0.613622,0.946577,0.984343,0.525958,0.515993,0.443609,0.703232,0.488639,0.8599,0.861013,0.98413,0.976455,0.329297,0.948376,0.951762,0.883785,0.970065,0.959037,0.986492,0.49037,0.985239,0.493791,0.817719,0.827239,0.824209,0.699347,0.958519,0.787549,0.981539,0.982107,0.980763,0.728752,0.984612,0.448531,0.676018,0.910996,0.937909,0.965735,0.920463,0.985232,0.977627,0.770854,0.98651,0.663842,0.925791,0.983444,0.915357,0.985968,0.609142,0.937442,0.982517,0.984885,0.895588,0.986301,0.963252,0.964899,0.972498,0.933225,0.95415,0.977476,0.983232,0.947548,0.716237,0.695969,0.892017,0.758544,0.503413,0.983632,0.629866,0.980976,0.96792,0.958092,0.942146,0.896465,0.739351,0.983035,0.975816,0.985051,0.984983,0.862211,0.984944,0.80462,0.67696,0.823084,0.550674,0.717478,0.985021,0.985051,0.985033,0.833849,0.98492,0.238233,0.875544,0.985025,0.75952,0.584758,0.985041
907282,0.918345,0.859357,0.690542,0.813528,0.791855,0.513587,0.587819,0.981449,0.970734,0.942986,0.870172,0.952071,0.93482,0.855317,0.798034,0.692208,0.918068,0.709967,0.850425,0.984419,0.489628,0.984001,0.827776,0.700058,0.929807,0.874784,0.721115,0.983385,0.981325,0.925498,0.873901,0.916594,0.276668,0.368895,0.947803,0.969093,0.932365,0.942679,0.982612,0.870604,0.759924,0.970272,0.916876,0.718967,0.571159,0.96165,0.948391,0.716945,0.972731,0.979642,0.877583,0.8727,0.953185,0.929924,0.981526,0.941774,0.88003,0.878413,0.924398,0.982191,0.938916,0.975974,0.984419,0.898007,0.980451,0.747886,0.933522,0.957086,0.982374,0.971419,0.981728,0.861567,0.873714,0.977525,0.873936,0.911259,0.973262,0.976488,0.905402,0.981789,0.075892,0.892721,0.977298,0.672398,0.655973,0.56795,0.945913,0.588925,0.980728,0.934627,0.98381,0.988935,0.896793,0.941649,0.928472,0.966128,0.958574,0.846233,0.935705,0.975761,0.941384,0.888414,0.968924,0.895522,0.765566,0.979961,0.879877,0.876111,0.971073,0.918038,0.950075,0.698689,0.963697,0.879997,0.982465,0.984419,0.708247,0.970455,0.964277,0.891605,0.983903,0.984419,0.954156,0.846756,0.967477,0.30287,0.895705,0.69345,0.911678,0.963542,0.733951,0.982921,0.819629,0.975055,0.952131,0.906996,0.982258,0.942912,0.943407,0.78086,0.955882,0.981628,0.984288,0.984061,0.981014,0.953198,0.984419,0.887588,0.855426,0.971108,0.980469,0.956306,0.890964,0.959137,0.984419,0.982403,0.955302,0.983646,0.975116,0.982884,0.984341,0.981274,0.984416,0.939777,0.97977,0.982879,0.81142,0.790864,0.89898,0.848755,0.983576,0.981528,0.967179,0.966765,0.967792,0.977711,0.945554,0.939044,0.783869,0.962831,0.979364,0.975713,0.982365,0.873135,0.97665,0.763634,0.766877,0.790593,0.821472,0.922495,0.970268,0.978542,0.969393,0.827823,0.960639,0.963675,0.908103,0.96866,0.900207,0.719243,0.980318
907062,0.753944,0.801732,0.531133,0.583234,0.135955,0.393194,0.924887,0.977175,0.942899,0.976267,0.896106,0.958909,0.926728,0.954434,0.881047,0.664455,0.884262,0.866466,0.900189,0.943764,0.551837,0.976775,0.720577,0.543333,0.958051,0.75446,0.741461,0.971206,0.861918,0.952326,0.87123,0.633227,0.754238,0.452475,0.944298,0.978838,0.959559,0.974965,0.978846,0.758169,0.834476,0.961753,0.976942,0.63092,0.762636,0.975502,0.892005,0.805816,0.954084,0.976657,0.896946,0.968467,0.97906,0.619053,0.969618,0.970241,0.946801,0.938312,0.978907,0.977322,0.976619,0.972662,0.970385,0.786341,0.975412,0.849979,0.957141,0.868065,0.97904,0.978999,0.965695,0.843495,0.971327,0.978799,0.925604,0.958446,0.951272,0.963266,0.978742,0.978978,0.040127,0.870145,0.972205,0.78568,0.506516,0.626106,0.977868,0.710993,0.977085,0.960347,0.977899,0.882462,0.74945,0.978948,0.92403,0.961428,0.978973,0.848956,0.969004,0.757107,0.967789,0.963428,0.974596,0.577478,0.975799,0.927015,0.842146,0.906117,0.964234,0.961811,0.947535,0.765098,0.962273,0.97906,0.978097,0.910576,0.793195,0.977975,0.95753,0.756865,0.97906,0.956213,0.975215,0.979049,0.949241,0.725554,0.792638,0.390043,0.642449,0.68747,0.401052,0.962284,0.867015,0.606135,NA,0.557226,0.959282,0.423142,0.381024,0.206264,0.900781,0.96701,0.561538,0.844813,0.828367,0.486431,0.773493,0.598256,NA,0.952046,NA,NA,0.371177,0.435303,0.940251,0.927323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625977,NA,NA,NA,NA,0.839597,0.919177,0.660539,0.933165,0.838587,0.450932,0.792617,0.901581,0.831797,0.934527,0.810471,0.846074,NA,0.497258,0.685317,0.254435,0.477746,0.95593,0.970968,0.969343,0.71539,0.813653,0.590603,0.780165,0.947336,NA,0.286176,0.938857
907059,0.908397,0.568742,0.768667,0.846469,0.497639,0.466776,0.970317,0.988671,0.968221,0.90182,0.983153,0.984654,0.95623,0.988697,0.906417,0.844275,0.984422,0.968824,0.893259,0.980114,0.828458,0.988697,0.598965,0.510169,0.965705,0.867461,0.908113,0.985545,0.988467,0.987597,0.969009,0.978184,0.954194,0.09658,0.943592,0.983953,0.974579,0.988176,0.988675,0.637007,0.026766,0.95984,0.980889,0.771709,0.945499,0.973675,0.985144,0.948487,0.980661,0.988695,0.988697,0.988679,0.988679,0.955916,0.847966,0.974836,0.968596,0.911702,0.868819,0.986671,0.983419,0.979466,0.987595,0.988687,0.983229,0.793481,0.988664,0.915145,0.988534,0.988338,0.988103,0.988661,0.988697,0.988697,0.988697,0.988697,0.988695,0.988697,0.988624,0.988691,0.419755,0.988674,0.985294,0.882738,0.751474,0.799792,0.988697,0.868188,0.978511,0.988697,0.988405,0.982297,0.947214,0.988695,0.988697,0.983629,0.988697,0.988347,0.987358,0.528414,0.988681,0.988667,0.987953,0.982126,0.988697,0.987634,0.966077,0.9885,0.988697,0.988697,0.959868,0.87878,0.986967,0.988697,0.987101,0.9835,0.883451,0.986223,0.988608,0.937285,0.982946,0.988543,0.988697,0.988697,0.988061,0.989384,0.674462,0.482678,0.854978,0.576467,0.544299,0.977008,0.95223,0.881648,0.945083,0.678546,0.975464,0.656158,0.698507,0.784948,0.862215,0.981318,0.836948,0.978106,0.959021,0.808977,0.969495,0.445237,0.469403,0.937991,0.965723,0.978756,0.539873,0.503289,0.932566,0.885218,0.80114,0.976227,0.942184,0.966204,0.951337,0.987462,0.975286,0.797842,0.885857,0.898034,0.740299,0.373608,0.743713,0.838167,0.764393,0.981257,0.662083,0.982178,0.969559,0.903509,0.966386,0.869937,0.4857,0.830531,0.973467,0.97099,0.984182,0.755302,0.971501,0.522329,0.494169,0.65975,0.19381,0.686007,0.984672,0.97812,0.956145,0.49488,0.969316,0.220221,0.941724,0.987525,0.149258,0.389718,0.987008
907064,0.988638,0.584385,0.258795,0.175763,0.104331,0.328653,0.445262,0.971429,0.985845,0.816834,0.905034,0.774657,0.871786,0.96062,0.937947,0.480699,0.936779,0.760477,0.819637,0.72446,0.5777,0.952157,0.542393,0.243273,0.986108,0.648933,0.435663,0.989404,0.724743,0.756681,0.791017,0.967143,0.136986,0.390769,0.864979,0.988979,0.96383,0.983461,0.984976,0.523765,0.956629,0.959187,0.916378,0.537851,0.389178,0.982385,0.973668,0.736999,0.892604,0.988983,0.866022,0.975836,0.989422,0.983343,0.985003,0.970048,0.950881,0.988886,0.943228,0.960632,0.959283,0.981485,0.984499,0.854028,0.985896,0.977255,0.980533,0.973082,0.989387,0.98959,0.98959,0.795313,0.983657,0.979525,0.886021,0.963324,0.986174,0.989417,0.98263,0.989582,0.074913,0.909562,0.989551,0.763977,0.707635,0.538619,0.987933,0.628781,0.986888,0.989234,0.988122,0.992418,0.992718,0.98957,0.904923,0.989186,0.989517,0.882758,0.936902,0.974322,0.986875,0.959895,0.972388,0.807505,0.962705,0.987251,0.790215,0.96173,0.980536,0.979875,0.962976,0.763402,0.978104,0.972718,0.989588,0.98959,0.90273,0.974572,0.983639,0.807687,0.989589,0.986725,0.989053,0.986598,0.985378,0.551064,0.871268,0.444041,0.872337,0.4911,0.441174,0.985928,0.984705,NA,0.948779,0.739721,0.921709,0.591023,0.674402,0.554539,0.846036,0.98541,0.735939,0.989223,0.973432,0.700928,0.989447,0.263573,0.570374,0.986892,0.985565,0.968796,0.360711,0.987841,0.958602,0.85527,0.806524,0.944614,0.969112,0.962862,0.988731,0.834913,0.989546,0.875643,0.935209,0.94967,0.752801,0.577974,0.819468,0.73159,0.741081,0.971966,0.787216,0.989552,0.976806,0.988492,0.90953,0.760431,0.346067,0.753831,0.888027,0.978459,0.953746,0.955598,0.988627,0.638364,0.583329,0.622283,0.052411,0.398803,0.955613,0.979993,0.988536,0.243703,0.975681,0.404221,NA,0.970838,0.142209,0.243285,0.98564
924247,0.691974,0.913523,0.293534,0.533638,0.224589,0.15674,0.536245,0.915533,0.977892,0.868419,0.695496,0.859879,0.985072,0.933583,0.827209,0.567982,0.82963,0.627827,0.572684,0.415277,0.357744,0.949379,0.66445,0.448812,0.719509,0.779278,0.691664,0.973843,0.896596,0.650708,0.948272,0.7613,0.330877,0.371407,0.728423,0.876761,0.960566,0.964556,0.979528,0.420269,0.299624,0.953665,0.858851,0.281792,0.291174,0.982302,0.799403,0.618867,0.89614,0.985061,0.923259,0.487829,0.985409,0.390349,0.939888,0.493041,0.555261,0.628925,0.62236,0.2401,0.890992,0.941122,0.956099,0.625232,0.868252,0.879145,0.779234,0.871212,0.96339,0.983753,0.920493,0.796081,0.649901,0.974608,0.833798,0.901522,0.864157,0.964747,0.907368,0.985535,0.041492,0.889141,0.969275,0.389924,0.300248,0.257417,0.896566,0.356241,0.977236,0.902914,0.981443,0.659162,0.384548,0.952946,0.744545,0.873058,0.951915,0.824635,0.87385,0.94836,0.839876,0.889813,0.955883,0.355913,0.620573,0.816965,0.752179,0.594736,0.945759,0.730002,0.845672,0.367328,0.868475,0.830969,0.979237,0.907921,0.281104,0.922379,0.854295,0.722693,0.957201,0.925909,0.977486,0.938711,0.95097,0.212472,0.559549,0.528997,0.889076,0.970742,0.555572,0.834915,0.960792,0.898922,NA,0.531112,0.973152,0.818196,0.819866,0.879926,0.880522,0.985376,0.850051,0.981756,0.923666,0.695057,0.970864,0.632795,0.744995,0.982909,0.965234,0.950384,0.555975,0.819513,0.964723,0.955338,0.851743,0.981483,0.965393,0.92637,0.922336,0.779263,0.938375,0.69437,0.89943,0.857083,0.649802,0.856161,0.867271,0.871702,0.862464,0.982082,0.689348,0.982352,0.963312,0.981555,0.973222,0.840776,0.565019,0.792848,0.873488,NA,NA,NA,NA,NA,NA,NA,NA,0.527174,0.955655,0.982626,0.983489,0.401687,0.869522,0.307609,0.963228,0.967694,0.140774,0.56094,NA
1327771,0.983333,0.937068,0.639017,0.713437,0.214635,0.232887,0.721158,0.973701,0.964428,0.862837,0.647415,0.940067,0.977604,0.0296,0.958685,0.645805,0.949537,0.050778,0.814588,0.829699,0.729024,0.986272,0.817242,0.622087,0.797171,0.797214,0.751497,0.962667,0.920977,0.834065,0.849886,0.593007,0.402425,0.505764,0.924275,0.969843,0.930322,0.977231,0.986975,0.553071,0.830388,0.968616,0.959818,0.416394,0.727753,0.975545,0.666166,0.637596,0.986043,0.976098,0.919323,0.758382,0.509133,0.550492,0.93242,0.758198,0.777047,0.414502,0.734727,0.821288,0.772469,0.944798,0.964507,0.76563,0.975014,0.646342,0.632435,0.701837,0.9479,0.960791,0.968759,0.587901,0.617716,0.941771,0.026694,0.026427,0.540702,0.881243,0.88333,0.978881,0.400596,0.971873,0.97602,0.425623,0.646039,0.389608,0.761464,0.425194,0.984785,0.725369,0.972325,0.805714,0.869906,0.972631,0.750924,0.931226,0.78553,0.823801,0.293516,0.904938,0.926912,0.096463,0.84999,0.356073,0.821279,0.79263,0.720772,0.749572,0.956999,0.513641,0.721198,0.379831,0.928001,0.903764,0.826626,0.975173,0.283033,0.842045,0.932077,0.603147,0.982391,0.965178,0.978767,0.439085,0.970938,0.213565,0.583416,0.440638,0.780162,0.400775,0.883145,0.756694,0.766118,0.908873,0.667748,0.59747,0.038702,0.19691,0.188104,0.479283,0.900971,0.939435,0.747026,0.953161,0.457198,0.338473,0.986978,0.495362,0.791135,0.885629,0.986969,0.972064,0.545632,0.96089,0.933304,0.944407,0.83692,0.983358,0.949147,0.915823,0.986558,0.958513,0.889743,0.881828,0.985067,0.906348,0.503654,0.691376,0.941677,0.444967,0.408208,0.986978,0.74496,0.871302,0.906654,0.985506,0.890622,0.768987,0.537672,0.893613,0.986882,0.930397,0.956141,0.958465,0.970536,0.814818,0.750454,0.925411,0.048695,0.682448,0.956325,0.978979,0.985508,0.915914,0.952918,0.226196,0.80008,0.975976,0.954675,0.542356,0.984947
1327769,0.866062,NA,0.395737,0.410401,0.057473,0.181954,0.524805,0.963517,0.985598,0.882074,0.655063,0.920192,0.987043,0.923071,0.977407,0.585041,0.963436,0.875112,0.612782,0.603643,0.355844,0.987043,0.690324,0.637485,0.722657,0.797683,0.738534,0.904034,0.644079,0.865117,0.744108,0.189557,0.644316,0.144663,0.894075,0.987043,0.972673,0.980459,0.942814,0.487009,0.636939,0.986403,0.971088,0.219654,0.57298,0.979591,0.803503,0.318958,0.967982,0.779246,0.87354,0.836456,0.927372,0.407522,0.837234,0.620092,0.705149,0.480623,0.734208,NA,0.88501,0.858359,0.937083,0.417247,0.916701,0.503112,0.930619,0.603334,0.813197,0.933949,0.966651,0.506701,0.546301,0.922593,0.800908,0.791944,0.612554,0.964547,0.752429,0.983052,0.024655,0.820184,0.953592,0.259441,0.160779,0.173152,0.467268,0.232109,0.983687,0.877491,0.981471,0.774711,0.669112,0.903696,0.68863,0.950017,0.866313,0.839685,0.663274,0.800628,0.793334,0.627389,0.921749,0.137927,0.691319,0.351694,0.312599,0.449034,0.965206,0.353445,0.473486,0.600974,0.741707,0.76556,0.976311,0.924717,0.238646,0.740175,0.706297,0.394179,0.926321,0.915799,0.979581,0.481105,0.904242,0.086489,0.836904,0.551091,0.925965,0.812134,0.916562,0.581827,0.972908,0.985456,0.987043,0.520998,0.987043,0.75742,0.806004,0.836639,0.974239,0.982693,0.978405,0.943551,0.953029,0.529925,0.987043,0.523122,0.793333,0.979509,0.986992,0.970774,0.603538,0.98329,0.985904,0.951513,0.839426,0.965578,0.986978,NA,0.986815,0.825701,0.981282,0.875139,0.986457,0.959874,0.909838,0.735243,0.977314,0.66596,0.839432,0.98637,0.90827,0.967803,0.911037,0.959861,0.968455,0.726995,0.674814,0.92093,0.968952,NA,NA,NA,NA,NA,NA,NA,NA,0.597799,0.978368,0.985538,0.975345,0.564955,0.985303,0.879855,0.958896,0.904877,0.861445,0.357611,NA
