,BMS-536924,GSK269962A,Doxorubicin,Etoposide,Gemcitabine,Mitomycin-C,Vinorelbine ,NSC-87877,Bicalutamide,QS11,CP466722,Midostaurin,CHIR-99021,Ponatinib,AZD6482,JNK-9L,PF-562271,HG6-64-1,JQ1,JQ12,DMOG,FTI-277,OSU-03012,Shikonin,AKT inhibitor VIII,Embelin,FH535,PAC-1,IPA-3,GSK650394,BAY-61-3606,5-Fluorouracil,Thapsigargin,Obatoclax Mesylate,BMS-754807,Linsitinib,Bexarotene,LFM-A13,GW-2580,Luminespib,Phenformin,Bryostatin 1,Pazopanib,Dacinostat,Epothilone B,GSK1904529A,BMS-345541,Tipifarnib,Avagacestat,Ruxolitinib,AS601245,Ispinesib Mesylate,TL-2-105,AT-7519,TAK-715,BX-912,ZSTK474,AS605240,Genentech Cpd 10,GSK1070916,Enzastaurin,GSK429286A,FMK,QL-XII-47,Idelalisib,UNC0638,Cabozantinib,WZ3105,XMD14-99,Quizartinib,CP724714,JW-7-24-1,NPK76-II-72-1,STF-62247,NG-25,TL-1-85,VX-11e,FR-180204,Tubastatin A,Zibotentan,Sepantronium bromide,NSC-207895,VNLG/124,AR-42,CUDC-101,Belinostat,I-BET-762,CAY10603,Linifanib,BIX02189,Alectinib,Pelitinib,Omipalisib,KIN001-236,KIN001-244,WHI-P97,KIN001-260,KIN001-266,Masitinib,Amuvatinib,MPS-1-IN-1,NVP-BHG712,OSI-930,OSI-027,CX-5461,PHA-793887,PI-103,PIK-93,SB52334,TPCA-1,Fedratinib,Foretinib,Y-39983,YM201636,Tivozanib,GSK690693,SNX-2112,QL-XI-92,XMD13-2,QL-X-138,XMD15-27,T0901317,Selisistat,THZ-2-49,KIN001-270,THZ-2-102-1,AICA Ribonucleotide,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Methotrexate,Tretinoin,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Refametinib,CI-1040,Temsirolimus,Olaparib,Veliparib,Bosutinib,Lenalidomide,Axitinib,AZD7762,GW441756,Lestaurtinib,Tanespimycin,VX-702,Motesanib,KU-55933,Elesclomol,Afatinib,Vismodegib,PLX-4720,BX795,NU7441,SL0101,Doramapimod,JNK Inhibitor VIII,Nutlin-3a (-),PD173074,ZM447439,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,SB590885,Selumetinib,CCT007093,EHT-1864,Cetuximab,PF-4708671,Serdemetan,TW 37,CCT-018159,Rucaparib,SB505124,Tamoxifen,PFI-1,IOX2,YK-4-279,(5Z)-7-Oxozeaenol,Piperlongumine,Daporinad,Talazoparib,rTRAIL,UNC1215,SGC0946,ICL1100013,XAV939,Trametinib,Dabrafenib,Temozolomide,Bleomycin (50 uM),SN-38,PFI-3
909698,0.669964,0.916818,0.351555,0.394252,0.072601,0.179484,0.302483,0.98084,0.983822,0.776501,0.796923,0.878843,0.97985,0.94346,0.811596,0.311935,0.890804,0.804814,0.30958,0.760945,0.793758,0.988083,0.460047,0.315238,0.89337,0.60705,0.517077,0.985391,0.658073,0.536794,0.770903,0.591549,0.21875,0.047327,0.82308,0.981206,0.870513,0.987919,0.988134,0.395902,0.631676,0.971495,0.947143,0.375799,0.233209,0.988036,0.801931,0.507355,0.983793,0.987768,0.726678,0.629068,0.910772,0.418237,0.859122,0.790777,0.768742,0.882954,0.876172,0.859233,0.784334,0.981067,0.960598,0.503068,0.949589,0.764206,0.903675,0.319187,0.977249,0.97386,0.981079,0.794736,0.888618,0.97187,0.863872,0.907254,0.653614,0.982376,0.895074,0.988238,0.03032,0.921564,0.986579,0.564866,0.521206,0.350009,0.606227,0.490126,0.988012,0.948664,0.869443,0.586397,0.444033,0.975996,0.88659,0.98772,0.932493,0.869613,0.902116,0.841952,0.838169,0.753658,0.938888,0.563299,0.51183,0.710594,0.574824,0.752583,0.966811,0.893115,0.903773,0.671023,0.960825,0.89352,0.988636,0.964591,0.257692,0.926901,0.856276,0.646596,0.980096,0.984831,0.975077,0.572896,0.952673,0.034833,0.924368,0.494753,0.943039,0.81651,0.582923,0.974817,0.964016,0.981681,0.982109,0.76642,0.951186,0.728222,0.831742,0.757722,0.973946,0.984259,0.978932,0.986718,0.988163,0.744109,0.988186,0.635016,0.621383,0.984749,0.988381,0.973794,0.578383,0.977228,0.982881,0.957359,0.900186,0.974088,0.946812,0.982641,0.975852,0.778051,0.984507,0.636477,0.955608,0.754841,0.767733,0.644659,0.858959,0.802908,0.621029,0.921212,0.525954,0.988543,0.959708,0.977815,0.972523,0.913346,0.26363,0.837886,0.974858,0.906247,0.987506,0.721233,0.972968,0.4456,0.416726,0.787556,0.987145,0.815313,0.987506,0.987506,0.987506,0.682808,0.987463,0.455542,0.665924,0.987506,0.787595,0.485933,0.98749
910903,0.957167,0.688898,0.616752,0.646177,0.171022,0.234575,0.645552,0.963249,0.98745,0.609023,0.706632,0.91053,0.897313,0.982313,0.894947,0.624756,0.895101,0.811378,0.90498,0.690395,0.540883,0.964178,0.785755,0.217835,0.905551,0.859933,0.80542,0.979654,0.803268,0.882352,0.795795,0.859662,0.222759,0.343201,0.919862,0.987437,0.986723,0.94687,0.984122,0.390255,0.372647,0.907575,0.951154,0.456075,0.415551,0.986491,0.85821,0.77633,0.978493,0.980248,0.842764,0.711849,0.961975,0.466004,0.950526,0.878201,0.662441,0.790364,0.819846,0.926686,0.792508,0.872185,0.950887,0.419873,0.836421,0.702372,0.902177,0.914825,0.952986,0.960197,0.955512,0.683114,0.913307,0.958265,0.876708,0.881727,0.876584,0.974338,0.89921,0.987258,0.022196,0.75718,0.961283,0.574987,0.47995,NA,0.946865,0.397214,0.963779,0.965754,0.962332,0.883602,0.616649,0.971683,0.912341,0.983116,0.953581,0.875691,0.836115,0.918906,0.846908,0.900614,0.930295,0.372659,0.68318,0.774623,0.601254,0.806797,0.959184,0.921578,0.888628,0.539725,0.888723,0.90299,0.984502,0.923311,0.243884,0.897626,0.969185,0.527325,0.949539,0.96883,0.985229,0.678543,0.959503,0.278119,0.823097,0.38443,0.796314,0.649826,0.465605,0.926528,0.945231,0.984861,0.878354,0.786426,0.987242,0.632385,0.794549,0.558792,0.98465,0.986447,0.956463,0.987425,0.97178,0.624492,0.948133,0.553283,0.223312,NA,0.968219,0.98745,0.672561,0.967148,0.963949,0.879601,0.83697,0.941325,0.980427,0.977849,0.963165,0.97849,0.98745,0.905366,0.922345,0.902922,0.745411,0.546812,0.798555,0.765027,0.867393,0.983709,0.864812,0.987318,0.978744,NA,0.976384,0.859748,0.676362,0.857402,0.97742,0.986026,0.986031,0.890206,0.926913,NA,NA,0.630349,NA,0.766812,0.403758,NA,NA,0.438124,0.983815,NA,NA,NA,0.447114,0.559811,NA
910952,0.890846,0.926183,0.726001,0.813767,0.728976,0.563793,0.916637,0.949097,0.982351,0.96626,0.809379,0.780735,0.745601,0.917874,0.664132,0.618203,0.950077,0.660061,0.839444,0.862109,0.675309,0.984389,0.866629,0.564161,0.86792,0.790634,0.54991,0.793679,0.954356,0.984747,0.914222,0.984516,0.940953,0.53332,0.904541,0.911375,0.983947,0.838165,0.976088,0.9359,0.854578,0.938335,0.819678,0.415104,0.894438,0.912737,0.947335,0.790053,0.940833,0.887035,0.911078,0.969162,0.976503,0.949951,0.985039,0.881629,0.926055,0.85129,0.674502,0.964735,0.985066,0.957725,0.985065,0.829691,0.949416,0.966132,0.849003,0.944535,0.983987,0.971693,0.985028,0.838551,0.914649,0.985027,0.823111,0.916336,0.863812,0.982748,0.964725,0.982073,0.83034,0.956029,0.973495,0.570444,0.606853,0.62228,0.895059,0.603537,0.976679,0.952231,0.984962,0.932695,0.941331,0.984722,0.912456,0.971796,0.949492,0.975486,0.975709,0.985069,0.956915,0.874051,0.985062,0.862616,0.985053,0.978277,0.955605,0.91831,0.979492,0.685542,0.848511,0.623129,0.972836,0.866707,0.983065,0.984777,0.933848,0.98473,0.973044,0.928442,0.985069,0.984397,0.984885,0.542571,0.968722,0.673076,NA,NA,NA,NA,NA,NA,NA,NA,0.957806,NA,NA,0.812616,NA,NA,0.981059,NA,NA,NA,NA,NA,NA,NA,0.921273,NA,0.98485,0.895396,NA,0.876963,NA,0.941074,0.956102,0.935084,0.926665,0.958454,0.964498,0.861436,0.972928,0.94473,0.985069,0.770399,0.843519,0.517228,0.62536,0.832904,0.77602,0.984185,0.782204,0.982418,0.965699,0.938816,0.95279,0.874428,0.402991,0.900339,0.909836,0.905888,0.953393,0.787164,0.982779,0.768483,0.583866,0.809796,0.910177,0.876797,0.983189,0.983189,0.983084,0.909512,0.951512,0.825087,0.96273,0.983005,0.204146,0.588603,0.980233
909784,0.980115,0.939183,0.97879,0.974905,0.982161,0.918794,0.887537,0.899846,0.978683,0.981966,0.76398,0.924259,0.842682,0.967337,0.864366,0.960039,0.967686,0.89833,0.959245,0.97996,0.48384,0.977655,0.887124,0.758146,0.801786,0.646461,0.96535,0.955511,0.982403,0.980764,0.979938,0.863605,0.380053,0.718321,0.942464,0.974672,0.869809,0.970649,0.963087,0.87661,0.462175,0.940318,0.775458,0.966043,0.968667,0.957221,0.873415,0.965396,0.949887,0.981069,0.906428,0.612575,0.926902,0.640623,0.964945,0.963229,0.613579,0.831324,0.795316,0.931629,0.825722,0.972226,0.976052,0.447224,0.835141,0.67469,0.902516,0.821814,0.961437,0.884493,0.942047,0.506882,0.886618,0.949154,0.868421,0.869139,0.771369,0.961283,0.98274,0.982261,0.073005,0.858601,0.982524,0.621712,0.629818,0.454248,0.890863,0.533294,0.947905,0.945272,0.968416,0.857106,0.47901,0.936379,0.752002,0.890632,0.946846,0.857458,0.752692,0.846187,0.860375,0.736519,0.918453,0.332101,0.87504,0.759132,0.345292,0.68817,0.75382,0.829373,0.800499,0.644076,0.97464,0.614416,0.960178,0.860344,0.436347,0.814678,0.860018,0.423226,0.951781,0.954681,0.971803,0.63953,0.969863,NA,0.882606,0.54087,0.881974,0.88079,0.735656,0.922365,0.876461,0.959101,0.602534,0.724672,0.94837,0.550798,0.479795,0.751266,0.954498,0.961661,0.981638,0.915224,0.960821,0.897596,0.972039,0.83325,0.443944,0.952038,0.977961,0.957796,0.621466,0.962502,0.916003,0.55171,0.823208,0.923213,0.962272,0.982194,0.979156,0.81234,0.941139,0.952249,0.957094,0.904392,0.915362,0.695628,0.688713,0.72314,0.646442,0.623752,0.514265,0.982088,0.977223,0.885511,0.929732,0.945097,0.663697,0.927604,0.944126,0.971175,0.980265,0.90496,0.971933,0.655167,0.487987,0.760678,0.977926,0.815068,0.809903,0.977351,0.961718,0.868107,0.980157,0.349806,NA,0.980361,0.515299,0.801821,0.980402
724873,0.911533,0.884749,0.493844,0.4672,0.160646,0.342101,0.644207,0.874783,0.981701,0.911578,0.955765,0.806151,0.974983,0.897335,0.803775,0.526757,0.908479,0.733228,0.603715,0.856239,0.530659,0.982268,0.610235,0.154981,0.890907,0.683518,0.504823,0.873767,0.638904,0.674739,0.827518,0.926149,0.197067,0.338249,0.830058,0.948344,0.963626,0.97781,0.982541,0.47288,0.668283,0.96012,0.945605,0.493489,0.366002,0.936095,0.952772,0.349376,0.966454,0.985419,0.85703,0.962345,0.984469,0.986483,0.980947,0.981834,0.971092,0.970017,0.986674,0.990435,0.980582,0.986734,0.986723,0.970952,0.986534,0.896696,0.95689,0.987931,0.986162,0.986639,0.980134,0.980601,0.982598,0.98607,0.968434,0.973501,0.899574,0.986125,0.9785,0.984779,0.1876,0.891579,0.983591,0.905793,0.904967,0.921748,0.946771,0.857764,0.98547,0.952253,0.985336,0.983336,0.958796,0.986703,0.942278,0.976852,0.977656,0.977673,0.969444,0.894922,0.945289,0.899753,0.966192,0.966425,0.978692,0.986267,0.983069,0.943317,0.976587,0.932083,0.981479,0.800663,0.981965,0.944059,0.986647,0.986734,0.889667,0.982712,0.975454,0.897431,0.98646,0.980069,0.975735,0.940289,0.981576,0.844567,0.781946,0.664858,0.952464,0.741885,0.613542,0.985151,0.977567,0.977263,0.956116,0.565794,0.97717,0.683917,0.747923,0.795113,0.938749,0.974438,0.890502,0.978006,0.928334,0.790793,0.964242,0.73335,0.66459,0.986734,0.978012,0.961784,0.562425,0.975999,0.97022,0.952198,0.874599,0.97584,0.986722,0.924189,0.958766,0.973664,0.986498,0.873739,0.927074,0.770008,0.968354,0.74745,0.73655,0.799517,0.640688,0.986127,0.828,0.981579,0.969056,0.977706,0.986068,0.86921,0.532715,0.954405,0.986734,0.969337,0.975327,0.924608,0.982581,0.821997,0.726338,0.792714,0.726427,0.868336,0.936251,0.961776,0.984922,0.817305,0.972036,0.622588,0.973382,0.982389,0.632415,0.539935,0.984937
684055,0.750486,0.78174,0.470657,0.446393,0.461189,0.077528,0.720631,0.944195,0.974094,0.808059,0.740991,0.930965,0.824619,0.950821,0.936755,0.65969,0.974269,0.814571,0.766236,0.881947,0.628941,0.97907,0.742132,0.422325,0.729384,0.775025,0.702635,0.884743,0.737079,0.929107,0.756701,0.890885,0.317155,0.246519,0.492338,0.742574,0.965689,0.969291,0.96427,0.641967,0.84204,0.981752,0.972585,0.544902,0.735978,0.934951,0.850116,0.78425,0.89482,0.955472,0.868193,0.608028,0.777175,0.483567,0.929259,0.640156,0.705064,0.929387,0.568897,NA,0.843862,0.942841,0.960443,0.714819,0.952799,0.735781,0.956407,0.536996,0.911578,0.828182,0.897323,0.552373,0.74287,0.984957,0.905681,0.921821,0.959926,0.961534,0.977364,0.983383,0.027797,0.984871,0.985588,0.460757,0.492545,0.347657,0.759495,0.386554,0.982872,0.900304,0.90126,0.720984,0.545363,0.95318,0.83455,0.946208,0.931535,0.829513,0.872993,0.752324,0.803309,0.926045,0.943528,0.375957,0.923684,0.611351,0.433311,0.651025,0.711901,0.722728,0.674602,0.677843,0.913535,0.738975,0.978321,0.512036,0.458675,0.930129,0.867017,0.501794,0.960629,0.980321,0.97758,0.480523,0.932187,0.167788,NA,NA,NA,NA,NA,NA,NA,NA,0.876599,NA,NA,0.962662,NA,NA,0.798858,NA,NA,NA,NA,NA,NA,NA,0.816822,NA,0.935523,0.927562,NA,0.869488,NA,0.942507,0.805665,0.974913,0.972738,0.975827,0.910517,0.90103,0.979465,0.699888,0.866152,0.821491,0.654779,0.581123,0.81091,0.803412,0.984276,0.985282,0.779179,0.972719,0.947072,0.924466,NA,NA,NA,NA,NA,0.967842,0.975105,0.744484,0.983648,0.73225,0.786429,0.777287,0.138931,0.245128,0.975169,0.983254,0.982882,0.463732,0.98387,0.929756,0.81145,0.977536,0.411401,0.337969,0.98387
906834,0.929994,0.963334,0.721742,0.625023,0.405734,0.27525,0.963202,0.991029,0.985482,0.978083,0.982181,0.93358,0.990369,0.991125,0.907788,0.675157,0.963847,0.840059,0.853579,0.866515,0.623472,0.987971,0.867161,0.513899,0.957375,0.812715,0.597711,0.990499,0.983926,0.988265,0.908907,0.915544,0.217617,0.521964,0.90573,0.989241,0.966061,0.991132,0.987752,0.807295,0.85195,0.991058,0.982574,0.493274,0.944442,0.991121,0.990015,0.846513,0.957526,0.991105,0.923644,0.984414,0.983908,0.987524,0.973718,0.98905,0.991335,0.978476,0.991132,0.99229,0.986835,0.990991,0.989325,0.991105,0.985062,0.990361,0.990119,0.992583,0.991132,0.990878,0.987175,0.991098,0.991132,0.991036,0.990955,0.991132,0.91244,0.990583,0.991132,0.991116,0.936873,0.991132,0.988147,0.991111,0.991111,0.978247,0.991131,0.696915,0.991132,0.99099,0.989053,0.995136,0.99593,0.991132,0.94369,0.991132,0.987626,0.947583,0.984181,0.980366,0.991132,0.991132,0.975008,0.991132,0.971314,0.991124,0.991103,0.991132,0.991132,0.99113,0.991132,0.882474,0.991132,0.991132,0.990845,0.991132,0.990934,0.991101,0.991131,0.991131,0.991131,0.976255,0.989898,0.991132,0.959658,0.995775,0.921328,0.701321,0.81074,0.666538,0.797887,0.981932,0.390445,0.97623,0.569664,0.506539,0.991131,0.970764,0.962189,0.942723,0.936006,0.975246,0.98289,0.971859,0.953085,0.528558,0.983288,0.504477,0.927357,0.966373,0.972018,0.900673,0.687998,0.984555,0.983017,0.933252,0.698268,0.922956,0.976957,0.985443,0.986663,0.780417,0.914286,0.893947,0.948784,0.889492,0.748863,0.68856,0.755272,0.535768,0.980619,0.970481,0.954326,0.983548,0.982852,0.990369,0.975813,0.8625,0.457425,0.936693,0.968657,0.980544,0.988091,0.942821,0.990369,0.957676,0.900945,0.851698,0.028559,0.907036,0.977241,0.986982,0.990369,0.907276,0.98469,0.990369,0.990351,0.98942,0.584943,0.542599,0.984248
906798,0.967155,0.918878,0.295382,0.530447,0.726645,0.074055,0.616837,0.895465,0.989431,0.622969,0.940938,0.917964,0.97884,0.955657,0.758925,0.443485,0.912141,0.678233,0.602053,0.938541,0.72502,0.985251,0.27118,0.266504,0.953997,0.791866,0.484566,0.990844,0.685829,0.691307,0.712263,0.953706,0.082594,0.206543,0.775204,0.959002,0.936891,0.978146,0.987459,0.33244,0.911678,0.958264,0.985361,0.420138,0.196937,0.979593,0.98953,0.491391,0.991203,0.991666,0.79618,0.946065,0.99171,0.988952,0.989727,0.986808,0.982849,0.96425,0.886528,0.991676,0.988883,0.986581,0.990621,0.884572,0.987403,0.846466,0.989055,0.855526,0.990238,0.99171,0.985327,0.88355,0.904592,0.979855,0.969483,0.989209,0.985804,0.991156,0.989181,0.991687,0.035406,0.843699,0.98827,0.836887,0.746253,0.646982,0.969782,0.736465,0.985252,0.988037,0.990793,0.983723,0.986376,0.991657,0.955622,0.9898,0.991348,0.926741,0.98582,0.986551,0.988297,0.99171,0.978203,0.809379,0.94315,0.930558,0.820395,0.951905,0.965662,0.947302,0.920657,0.716925,0.973766,0.974948,0.989783,0.99171,0.493925,0.9917,0.986613,0.880093,0.989624,0.986122,0.983893,0.99171,0.97725,0.54594,0.896797,0.448963,0.710855,0.814927,0.623296,0.991228,0.991692,0.943735,0.967331,0.697844,0.987111,0.862991,0.732044,0.457325,0.92241,0.956058,0.948805,0.960071,0.866185,0.738185,0.899746,0.915548,0.70992,0.980683,0.944604,0.864844,0.385278,0.961596,0.955529,0.98647,0.925081,0.852079,0.97582,0.983542,0.88296,0.949574,0.915209,0.972147,0.890402,0.870249,0.943031,0.686357,0.65091,0.886883,0.429846,0.99171,0.96908,0.985368,0.979287,0.971274,0.967523,0.881328,0.615215,0.886452,0.99171,0.842141,0.990431,0.905278,0.991073,0.726722,0.70962,0.805029,0.989409,0.639148,0.888246,0.991081,0.991081,0.486686,0.991081,0.72651,0.98695,0.991081,0.316829,0.30746,0.991081
910079,0.978103,0.898894,0.56656,0.858337,0.676517,0.361512,0.67952,0.976402,0.983429,0.889767,0.972328,0.96,0.883777,0.986314,0.823093,0.612058,0.908836,0.917381,0.797495,0.826191,0.850762,0.959248,0.795587,0.586296,0.920394,0.884224,0.615377,0.964192,0.97566,0.845167,0.851597,0.958872,0.519247,0.560646,0.784648,0.955814,0.919182,0.965527,0.985421,0.560248,0.739814,0.984343,0.978673,0.381804,0.601536,0.938725,0.941247,0.731388,0.953896,0.986209,0.785759,0.986128,0.985682,0.984166,0.979853,0.986029,0.986587,0.986299,0.982594,0.990401,0.97146,0.98582,NA,0.986167,0.986186,0.897177,0.986274,0.962692,0.985421,0.982543,0.889153,0.982678,0.981089,0.984289,0.982958,0.982739,0.986263,0.984529,0.985238,0.985576,0.574142,0.984576,0.980902,0.775895,0.809708,0.848225,0.973403,0.922429,0.984464,0.986189,0.982451,0.841878,0.983554,0.982215,0.957038,0.983574,0.986096,0.927263,0.941297,0.781314,0.986314,0.986302,0.974486,0.983793,0.986314,0.986072,0.984312,0.985823,0.986269,0.986265,0.981299,0.878632,0.985175,0.981596,0.986314,0.986314,0.769353,0.986167,0.986059,0.984298,0.984719,0.981224,0.9778,0.985919,0.98628,0.99243,0.896625,0.71813,0.935594,0.777962,0.745431,0.942625,0.966937,0.97073,0.929895,0.803641,0.984731,0.860877,0.950119,0.911486,0.941197,0.972719,0.968683,0.977919,0.937425,0.828354,0.974882,0.864456,0.414865,0.981245,0.958857,0.967155,0.707308,0.250242,0.97698,0.975173,0.951721,0.936931,0.984894,0.968401,0.982324,0.985106,0.973784,0.921052,0.981653,0.92649,0.965622,0.859795,0.881683,0.902592,0.921827,0.915218,0.883556,0.977989,0.986256,0.97312,0.681231,0.964056,0.866482,0.886927,0.983779,0.982198,0.974845,0.91335,0.982522,0.866059,0.830579,0.813007,0.415429,0.947658,0.855162,0.984672,0.984681,0.870815,0.96169,0.786129,0.971817,0.984666,0.842855,0.900207,0.984195
908462,0.918804,0.847093,0.883044,0.978988,0.933384,0.816192,0.96584,0.974457,0.856269,0.983749,0.984553,0.928226,0.79315,0.880917,0.753836,0.696124,0.888156,0.731914,0.899086,0.822076,0.672897,0.960765,0.954667,0.85266,0.94404,0.942851,0.96677,0.978764,0.981006,0.983693,0.984512,0.954969,0.983204,0.868055,0.965849,0.9754,0.966006,0.97552,0.97031,0.981045,0.934215,0.947873,0.90693,0.670332,0.928513,0.970985,0.98455,0.891185,0.940995,0.984504,0.977028,0.983342,0.984368,0.984541,0.979434,0.984553,0.98656,0.984545,0.984553,0.988742,0.984553,0.984518,0.978342,0.984547,0.984552,0.71411,0.984505,0.988697,0.981341,0.984445,0.98247,0.984535,0.983544,0.979598,0.970721,0.978111,0.984418,0.98303,0.984504,0.984484,0.238633,0.970989,0.981625,0.960188,0.935157,0.944479,0.980237,0.920411,0.980862,0.983552,0.984553,0.990979,0.990986,0.981816,0.980895,0.98378,0.984315,0.976517,0.984547,0.921784,0.984512,0.97822,0.968106,0.983932,0.979873,0.984543,0.984553,0.978148,0.984284,0.980175,0.98415,0.96949,0.981546,0.972971,0.982456,0.984518,0.948406,0.984438,0.984539,0.984553,0.984543,0.98454,0.983668,0.984553,0.982633,0.9367,0.900482,0.588918,0.967635,0.873362,0.668233,0.927712,0.967468,0.980781,0.969564,0.88441,0.98411,0.841588,0.886383,0.829696,0.917103,0.984418,0.9665,0.984497,0.955272,0.815589,0.984553,0.791757,0.632499,0.984046,0.984406,0.941554,0.606333,0.931889,0.984431,0.900832,0.868052,0.956553,0.961621,0.951347,0.984553,0.984332,0.958004,0.951536,0.969424,0.971346,0.905651,0.671411,0.750733,0.724568,0.952118,0.984553,0.81447,0.96736,0.928245,0.982053,0.975435,0.80794,0.643124,0.948652,0.950008,0.975838,0.958236,0.881401,0.981312,0.766562,0.658498,0.764753,0.898299,0.797635,0.979389,0.975561,0.982356,0.575491,0.927028,0.685329,0.82875,0.96862,0.494437,0.785803,0.971807
1290798,0.984018,0.906662,0.406944,0.478866,0.153488,0.154268,0.554925,0.985579,0.976005,0.763056,0.82407,0.804667,0.906603,0.985808,0.878043,0.282433,0.693023,0.831557,0.703716,0.653483,0.337216,0.820799,0.520617,0.482805,0.802976,0.670263,0.263847,0.962793,0.772392,0.492903,0.507507,0.93052,0.171829,0.213847,0.495844,0.882465,0.900358,0.920487,0.985284,0.492277,0.859908,0.805513,0.666301,0.390719,0.565762,0.907342,0.925185,0.41008,0.973449,0.976392,0.525056,0.95242,0.937951,0.864253,0.940663,0.958031,0.675742,0.921687,0.953645,0.977982,0.887685,0.985808,0.983514,0.709636,0.980986,0.838771,0.928335,0.988286,0.98126,0.980416,0.977601,0.98203,0.912881,0.983086,0.951145,0.983222,0.962545,0.964775,0.936136,0.972179,0.104147,0.972502,0.973184,0.651405,0.676204,0.598941,0.869515,0.624133,0.981932,0.967105,0.982898,0.972622,0.902078,0.949221,0.913791,0.970758,0.963898,0.979609,0.980688,0.950102,0.969694,0.962211,0.974034,0.914824,0.928826,0.983885,0.985111,0.75524,0.962517,0.938521,0.985155,0.909127,0.98078,0.809046,0.982823,0.984699,0.857921,0.980098,0.980018,0.985399,0.985381,0.985714,0.985808,0.781808,0.976276,0.452157,0.984898,0.73872,0.962699,0.974616,0.890506,0.922302,0.804737,0.976489,0.885429,0.539535,NA,0.959185,0.954464,0.71799,0.977147,0.975526,0.959767,0.985338,0.983988,0.95888,0.976938,0.923402,0.526133,0.981427,0.985694,0.962978,0.905731,0.518135,0.979391,0.973843,0.936246,0.975858,0.976219,0.985808,0.985757,0.947212,0.976094,NA,0.959019,0.652452,0.933328,0.712387,0.666652,0.823306,0.941789,0.948689,0.940686,0.968449,0.951545,0.962162,0.94699,0.91918,0.74855,0.94436,0.985701,0.943937,0.960496,0.904381,0.984035,0.759899,0.779246,0.853443,0.887725,0.96839,0.984078,0.984078,0.983919,0.934757,0.984025,0.954094,0.950161,0.979123,0.981898,0.921252,0.979826
905976,0.956498,0.920046,0.828288,0.666029,0.82825,0.609958,0.775233,0.987786,0.964208,0.986704,0.948178,0.957958,0.907817,0.931753,0.730365,0.523199,0.895172,0.692707,0.772831,0.757629,0.817853,0.949336,0.983971,0.544351,0.934939,0.53741,0.22552,0.986262,0.987858,0.988061,0.98298,0.980245,0.688149,0.347276,0.979826,0.968252,0.971817,0.956024,0.982091,0.746102,0.80099,0.96675,0.987249,0.582384,0.927665,0.983337,0.97935,0.814587,0.909021,0.98817,0.986749,0.954917,0.987522,0.949129,0.985349,0.988178,0.873138,0.689567,0.988185,0.986455,0.985768,0.986397,0.98757,0.897197,0.972529,0.905408,0.985969,0.907053,0.98445,0.984757,0.966116,0.854549,0.988182,0.972752,0.980703,0.98413,0.972626,0.984885,0.985081,0.983628,0.220024,0.986516,0.983551,0.680978,0.712817,0.612311,0.986803,0.695359,0.98292,0.978363,0.986468,0.985347,0.74282,0.988185,0.910605,0.982906,0.987796,0.982949,0.909471,0.951476,0.974059,0.938133,0.958774,0.789794,0.988185,0.978993,0.867931,0.961706,0.952166,0.986785,0.986894,0.869511,0.987524,0.982527,0.98816,0.98406,0.969453,0.984016,0.961782,0.834723,0.988185,0.979792,0.984,0.988185,0.977962,0.758001,0.862401,0.508796,0.88945,0.748299,0.763269,0.985662,0.988072,0.981158,0.982857,0.771843,0.982406,0.363725,0.903825,0.959101,0.952125,0.984448,0.980906,0.982993,0.987665,0.803643,0.987323,0.813378,0.74655,0.988122,0.9819,0.987086,0.588221,0.964575,0.988185,0.505972,0.921398,0.977763,0.974297,0.967025,0.976994,0.898336,0.985935,0.934863,0.954006,0.956072,0.963001,0.844718,0.662933,0.90964,0.959527,0.983295,0.359167,0.984923,0.977744,0.973717,0.972402,0.912282,0.308986,0.935817,0.940835,0.978137,0.968029,0.68818,0.986062,0.700136,0.169329,0.735994,0.873013,0.827594,0.878245,0.986622,0.983834,0.590771,0.962114,0.10574,0.10205,0.965833,0.715817,0.67563,0.975372
