,BMS-536924,GSK269962A,Doxorubicin,Etoposide,Gemcitabine,Mitomycin-C,Vinorelbine ,NSC-87877,Bicalutamide,QS11,CP466722,Midostaurin,CHIR-99021,Ponatinib,AZD6482,JNK-9L,PF-562271,HG6-64-1,JQ1,JQ12,DMOG,FTI-277,OSU-03012,Shikonin,AKT inhibitor VIII,Embelin,FH535,PAC-1,IPA-3,GSK650394,BAY-61-3606,5-Fluorouracil,Thapsigargin,Obatoclax Mesylate,BMS-754807,Linsitinib,Bexarotene,LFM-A13,GW-2580,Luminespib,Phenformin,Bryostatin 1,Pazopanib,Dacinostat,Epothilone B,GSK1904529A,BMS-345541,Tipifarnib,Avagacestat,Ruxolitinib,AS601245,Ispinesib Mesylate,TL-2-105,AT-7519,TAK-715,BX-912,ZSTK474,AS605240,Genentech Cpd 10,GSK1070916,Enzastaurin,GSK429286A,FMK,QL-XII-47,Idelalisib,UNC0638,Cabozantinib,WZ3105,XMD14-99,Quizartinib,CP724714,JW-7-24-1,NPK76-II-72-1,STF-62247,NG-25,TL-1-85,VX-11e,FR-180204,Tubastatin A,Zibotentan,Sepantronium bromide,NSC-207895,VNLG/124,AR-42,CUDC-101,Belinostat,I-BET-762,CAY10603,Linifanib,BIX02189,Alectinib,Pelitinib,Omipalisib,KIN001-236,KIN001-244,WHI-P97,KIN001-260,KIN001-266,Masitinib,Amuvatinib,MPS-1-IN-1,NVP-BHG712,OSI-930,OSI-027,CX-5461,PHA-793887,PI-103,PIK-93,SB52334,TPCA-1,Fedratinib,Foretinib,Y-39983,YM201636,Tivozanib,GSK690693,SNX-2112,QL-XI-92,XMD13-2,QL-X-138,XMD15-27,T0901317,Selisistat,THZ-2-49,KIN001-270,THZ-2-102-1,AICA Ribonucleotide,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Methotrexate,Tretinoin,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Refametinib,CI-1040,Temsirolimus,Olaparib,Veliparib,Bosutinib,Lenalidomide,Axitinib,AZD7762,GW441756,Lestaurtinib,Tanespimycin,VX-702,Motesanib,KU-55933,Elesclomol,Afatinib,Vismodegib,PLX-4720,BX795,NU7441,SL0101,Doramapimod,JNK Inhibitor VIII,Nutlin-3a (-),PD173074,ZM447439,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,SB590885,Selumetinib,CCT007093,EHT-1864,Cetuximab,PF-4708671,Serdemetan,TW 37,CCT-018159,Rucaparib,SB505124,Tamoxifen,PFI-1,IOX2,YK-4-279,(5Z)-7-Oxozeaenol,Piperlongumine,Daporinad,Talazoparib,rTRAIL,UNC1215,SGC0946,ICL1100013,XAV939,Trametinib,Dabrafenib,Temozolomide,Bleomycin (50 uM),SN-38,PFI-3
909725,2.249934,2.028436,-0.22749,3.992307,2.738985,0.27048,0.033665,2.294415,3.1109,5.47071,5.680607,2.060157,3.158186,-0.688011,4.454383,2.40751,2.63386,-0.852486,-1.690673,4.707694,9.801321,2.847934,3.230305,0.407672,2.18307,1.443313,1.74714,4.006558,3.635867,5.914908,4.810295,3.999469,1.02303,-0.105699,0.854308,2.055405,3.609623,4.375448,6.085613,-3.65023,7.158718,-2.05316,5.24193,-1.577551,-1.361336,2.662267,5.720364,0.697923,3.931242,4.060238,2.715072,-0.532587,4.391568,1.923254,4.592751,2.351771,1.311454,NA,5.399461,4.021255,3.67181,6.139834,5.81808,5.495467,5.537088,2.855097,1.116203,4.039524,5.483784,3.18891,5.495467,5.494922,4.66441,5.112497,1.644973,2.071358,1.141092,3.636185,5.622468,5.90809,NA,5.136851,4.736954,0.085993,-0.500845,0.022069,3.438846,0.916495,3.170244,3.900522,4.796164,4.704213,1.735489,4.21654,2.30996,3.47898,4.161908,2.822941,6.073837,6.160972,2.531785,0.270845,5.198408,6.164897,2.165146,5.495467,5.495467,2.452857,3.002093,1.975704,5.495467,-1.115777,5.0186,1.166171,1.11293,5.495467,-2.994164,5.495467,5.413476,5.495467,5.485013,5.430065,5.635997,-0.865247,5.031579,-3.278078,8.340288,-2.545619,2.681696,NA,-4.35338,0.715797,3.680465,1.408636,NA,3.71007,3.649969,-0.522845,1.065943,-1.925234,3.506776,4.379188,2.379322,4.57078,3.444783,0.916586,3.030371,-0.729333,NA,3.512477,NA,NA,-4.066366,1.285409,5.0546,0.565618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.140225,NA,NA,NA,-1.009978,4.213656,3.507861,7.136277,4.855155,2.235824,-0.894094,4.460849,4.778603,5.309062,4.087932,2.96061,0.418991,1.860004,-1.413675,1.542718,0.22001,1.963281,0.486499,2.821773,2.313279,1.784908,2.251377,-4.855453,-2.591557,5.48641,-0.952323,-5.437859,4.692707
905946,0.515983,1.3318,-4.621049,-0.036037,-5.974802,-3.793272,-5.042691,4.919603,2.020681,1.259256,5.165753,-0.892957,2.171559,-0.079019,0.9486,-1.158595,1.144698,0.95231,-0.150029,-1.127253,7.944592,2.75361,0.165286,-0.300386,2.172528,1.989502,1.019141,1.607201,1.201784,0.351274,0.150442,6.205858,-7.582537,-4.502203,-2.338133,0.443522,2.64809,3.979871,5.438959,-5.359674,4.678032,-3.894489,2.819677,-3.735151,-7.943722,2.199413,5.180535,-1.632775,3.229516,3.841192,0.217425,0.52415,5.063574,4.442059,4.367202,5.033513,4.515787,4.523607,5.066424,4.017793,5.694367,5.734625,5.735854,5.066424,5.728284,4.561059,4.372245,2.992907,5.037057,2.753874,4.639648,5.042819,5.051799,5.066424,4.578781,5.066424,4.373276,5.735854,5.733992,5.716864,-0.88438,5.735854,4.123946,2.354027,2.159517,3.363179,5.73475,2.383594,2.417213,5.735854,4.23048,4.229467,1.262788,5.066424,4.917414,5.057077,5.735366,5.357681,4.947429,0.168146,5.734821,4.614967,2.991191,5.646397,5.066424,5.066424,5.066424,5.735308,5.735854,5.735854,5.066424,4.373276,5.735854,4.373276,0.684397,5.066424,3.679653,5.066424,5.066424,4.914204,5.066424,4.986481,5.392672,3.554131,5.531013,3.394386,7.118267,-3.538946,3.129243,0.447138,-6.413403,1.086284,2.812345,1.041887,2.491461,1.750651,3.035673,3.759245,3.442288,-1.167968,3.211641,4.34956,3.197908,4.347197,1.864972,1.630318,1.616734,0.148292,-3.187164,3.412792,2.081307,2.997697,-3.995481,1.159441,5.03382,2.65456,2.458568,2.642384,4.28865,4.574744,3.974127,1.72482,1.995497,2.897129,1.991945,0.890541,0.397651,-3.021324,-0.771897,-0.721502,-0.198702,3.132316,3.764635,1.285243,2.458102,6.538814,3.623939,2.712265,-0.93653,2.134502,1.913453,4.602959,1.95833,1.831886,0.315094,1.500259,1.186466,1.469695,-2.526598,1.101561,0.317792,2.580787,1.175322,0.452276,3.701898,2.407108,3.038869,5.279401,2.134126,-4.840434,4.568209
724838,3.675119,1.583385,-2.36492,0.230199,-4.252131,-1.795922,-4.192404,5.159022,2.363647,2.632755,1.598465,-0.554472,2.849792,1.691533,1.562307,-0.737123,2.476255,1.537607,1.752104,3.252046,5.385609,2.306374,1.790144,-0.144972,2.477744,2.421067,0.518436,3.255647,3.57279,1.644573,1.960752,2.313328,-5.309873,-1.349398,1.352871,2.982983,3.008282,3.861929,4.816179,-3.761644,6.558861,-3.738454,2.927832,-1.978405,-6.298312,2.189491,2.904163,2.224805,3.777289,3.402292,1.923233,-3.574886,2.454545,2.083815,3.874493,2.301818,-0.41991,2.84499,2.004253,1.517882,4.053826,3.983374,4.770426,0.093891,3.250693,3.592566,1.730401,-0.956279,4.010075,1.947847,3.130587,0.367683,1.74824,3.314476,1.884006,2.298442,1.212901,4.297417,3.680875,4.713371,-5.273317,2.821651,3.986962,-0.066159,-0.398652,-0.088714,4.60373,0.753016,2.1808,3.512541,3.701431,0.754574,-5.226842,3.566034,1.855547,2.896367,3.346002,2.88491,3.660815,3.571432,2.174959,1.664231,2.403179,-0.281825,0.658993,1.489621,-1.828656,1.372811,3.783432,2.444536,2.535915,-0.588989,3.597732,0.670877,0.015325,3.415193,-2.947065,2.47036,3.079359,0.890531,3.878027,3.206172,4.87345,-0.143351,3.126479,-3.141025,7.927105,-4.753881,1.778924,-0.254166,-5.135795,0.698332,4.660448,0.926282,NA,1.412336,2.400057,1.228951,2.025276,-3.737665,2.531964,3.992709,0.511051,1.330497,1.533155,-0.081656,1.688385,0.405189,NA,3.007655,NA,NA,-3.502506,1.555857,4.687862,3.344089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73014,NA,NA,NA,1.53911,3.398583,2.805582,6.339346,3.30683,1.905639,-1.810208,1.824721,3.098348,3.448977,3.753836,2.788872,-0.136803,0.579594,0.204531,0.557367,-5.415531,0.936166,-3.772841,2.243982,1.576714,-0.203665,2.870646,-1.35305,3.266864,5.48613,0.320338,-5.17354,4.578912
909780,3.834628,0.437249,-2.445615,0.848336,-4.280777,-1.277354,-3.860576,5.312277,2.549218,4.003845,3.961243,-0.570948,3.469758,1.130305,2.039354,-0.15548,1.161875,1.214622,-0.155102,2.526751,5.160167,0.920267,1.878233,0.00205,2.361643,2.404356,1.847439,3.481014,3.533445,2.413473,3.19727,5.061484,-4.102939,-0.347411,0.956289,2.554321,3.545967,5.101525,5.300681,-3.468365,9.039698,-3.320508,4.495439,-2.223343,-5.844001,2.190626,4.657846,0.915836,4.153725,4.20082,3.974851,0.38253,4.826046,3.673189,5.500017,4.868082,3.101023,5.521826,2.555813,3.802872,4.742133,5.518704,4.927875,3.07276,5.536572,4.769568,3.520803,1.743637,4.769547,2.567634,4.48976,2.548557,4.041376,4.326974,4.742722,3.86163,3.655164,5.520716,5.248074,5.540107,-5.564807,2.903146,4.063192,0.36215,-0.503446,0.337508,4.659711,1.447149,2.54905,5.414772,4.038804,2.10994,-1.321782,4.58605,3.686729,3.466871,5.31657,2.818298,4.479145,2.570348,4.524948,4.528893,4.495279,4.748812,4.524442,4.433446,3.98755,3.048665,5.237417,4.543442,4.328392,0.638704,5.362816,4.175966,0.488773,4.730711,-0.137495,4.80715,3.80562,3.338512,4.8708,4.323271,5.004712,5.022401,4.275354,-0.620587,NA,NA,NA,NA,NA,NA,NA,NA,1.475718,NA,NA,1.075978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.173973,NA,1.473361,2.442245,NA,NA,NA,3.205823,0.814224,1.489219,2.782461,3.427093,3.153886,2.187642,2.953495,0.732437,2.029221,0.39104,0.90474,-3.41142,0.526157,-0.775194,-1.337821,3.402947,0.538505,4.431568,4.708495,NA,4.566878,2.996826,-4.747806,1.74354,3.994931,4.748221,3.797711,2.105248,-0.142244,0.566554,0.185721,0.998268,-6.760446,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.444404,-6.834231,4.606771
1331049,1.432241,1.422736,-3.947591,-0.935257,-6.41193,-2.64245,-5.129781,3.887072,1.877922,1.352518,0.222531,-0.005162,2.833063,-1.389809,1.309773,-0.855189,1.347492,0.212661,-1.525821,0.170281,7.195213,1.926266,-0.070202,-0.503471,0.16918,1.770732,1.901178,0.012282,1.087766,2.491003,-0.426295,0.224176,-5.198731,-3.058345,1.502266,2.843695,2.770379,3.784966,4.546832,-5.291687,4.769344,-3.653306,2.169659,-3.830143,-5.978854,1.927404,0.708981,1.541204,3.404721,1.79087,1.698819,-4.135832,1.959427,-2.160708,1.125581,0.588976,-1.918693,0.696801,0.293324,0.175597,0.421885,3.064782,4.899157,-1.550169,1.636931,1.678784,1.604539,-1.634689,2.425781,0.821039,2.454525,-0.137728,1.125231,2.512149,1.423819,1.702583,1.355257,4.898791,2.547847,4.507923,-5.377122,3.172272,2.288704,-3.093781,-3.974401,-3.36757,-0.364597,-3.240344,1.927404,2.801626,2.73471,0.188443,-5.123931,4.141562,2.258097,3.525985,2.977874,2.823683,2.753636,0.204163,2.011018,1.480321,0.688266,-1.534694,-1.353126,-2.798156,-2.343117,1.322835,4.096135,0.517899,0.328409,-0.324692,2.320826,0.955731,-1.318916,0.754365,-3.81736,2.40276,1.170105,NA,3.290571,3.122983,4.899165,-1.43204,3.551276,-5.703097,8.155191,-4.685037,2.229159,-0.533389,-4.155674,-3.3627,4.021015,1.189067,2.391059,0.231122,2.485161,3.414329,3.568526,-1.289367,2.649102,2.754151,1.796724,2.627416,1.795735,-1.654281,2.594254,-0.974958,-0.063223,1.683327,2.596792,4.189108,-2.524575,0.549694,3.777508,4.004883,3.496734,2.590371,4.139414,4.206273,4.206198,3.458184,2.470579,3.278607,3.130926,3.286885,3.069382,-2.081298,2.104778,0.616725,0.977919,3.100355,2.676572,3.536991,3.548278,NA,4.055515,3.652606,0.368669,2.999753,3.38859,4.102179,2.775876,1.521633,-0.444255,NA,1.299485,1.482878,-6.781808,0.019878,-2.203934,1.406059,1.165183,-0.13227,2.774854,1.163271,4.03855,3.524758,0.105093,-5.457667,NA
713885,2.256117,-0.217373,-2.259676,3.506929,-2.095867,-0.732958,-1.494257,5.333396,1.922911,4.572199,2.800961,1.752745,2.547192,0.568871,2.795339,2.422208,3.413966,4.101093,-1.145814,2.627087,7.292854,1.596332,4.169273,2.976991,3.523796,3.61715,3.576181,2.879242,5.961216,5.338948,2.200309,2.152147,-2.981594,1.084941,0.867908,2.615808,2.833882,5.354965,4.201076,-0.559221,8.60764,-2.244525,3.766165,-1.862965,-2.5267,1.625693,3.199701,2.192993,4.192599,4.240111,3.479957,0.458096,4.694533,2.119428,4.883257,4.208534,2.141574,5.029099,4.870427,2.796157,NA,5.197385,5.273859,4.691114,5.453135,1.192274,3.389671,-2.078912,4.908449,2.421865,4.663454,1.815243,2.367578,4.837095,3.868942,4.732909,3.35044,5.564996,2.079424,4.917508,-5.666623,1.38579,4.216944,-1.124896,-0.290177,-1.3127,2.478313,-0.458106,2.15751,5.146334,4.180574,4.130171,-3.786226,4.90931,4.158832,4.552821,5.561201,2.872051,5.563923,1.178143,5.04851,4.80525,4.89687,-2.391013,1.220246,-0.22583,-2.329803,2.609973,4.558145,3.334723,2.435126,2.409651,5.579239,1.626866,0.45775,3.08597,-0.388965,4.910091,4.352078,0.342883,4.837167,4.904437,5.439564,5.52616,5.066944,0.61878,7.211831,-5.162124,4.668765,3.20568,-3.337834,-1.267635,4.82681,1.879809,-0.524708,-0.602176,3.244082,4.071621,4.820964,-1.193852,2.853639,4.188735,2.623004,4.017279,1.659528,0.56022,2.60449,-0.130369,2.258833,3.232723,3.165485,4.83609,0.186,1.807968,3.593479,4.777847,1.616498,3.276936,4.871152,4.710342,4.885924,4.661261,3.276936,1.350126,4.17997,1.393166,3.967703,-2.049544,-0.372718,0.562463,0.843181,4.191705,3.159224,4.440046,4.409623,6.675786,4.503491,1.783331,-0.571439,4.738336,4.193227,3.77823,4.098604,1.080459,0.186581,0.678336,0.894925,1.347615,-4.807508,3.591268,-3.762,1.479588,1.76409,2.343803,3.032915,2.257157,4.697972,5.535053,3.974331,-2.411501,4.118809
753614,-0.221874,2.979776,-3.515533,0.337054,-6.572604,-2.423384,-5.485756,5.74193,2.964487,3.178134,1.677969,-0.719643,1.823343,-1.153888,1.17654,-0.726329,1.21138,-0.744036,-1.050645,0.583661,5.410406,1.848593,0.856346,-0.973097,1.635373,2.363177,1.125819,1.702452,2.455021,1.319685,0.036895,2.437748,-5.164735,-1.637562,0.137042,1.366196,3.302265,5.362083,5.359306,-4.976267,5.479401,-3.433492,1.441799,-3.198719,-8.382574,2.765346,1.641955,-0.862779,2.997917,3.356693,0.078202,0.845513,4.941365,0.558256,2.163655,2.572336,0.133735,0.658955,2.097995,1.245269,0.700093,5.356991,3.514869,0.375013,4.094359,3.282913,1.889309,-0.639185,3.505592,2.34243,0.441901,0.313744,4.684606,4.367585,1.51624,2.616619,0.460395,3.671012,5.226369,5.963337,-4.209848,3.951651,2.443219,-0.814927,-2.486945,-0.713951,3.294146,-0.179768,2.62531,2.916027,4.213736,-2.595957,-3.673188,3.146492,2.031856,0.542376,3.735206,2.114218,3.48605,3.250237,1.735432,3.737957,3.536835,-1.392119,0.907292,1.820259,-1.390896,1.991829,3.325305,0.966588,1.184494,0.48968,5.589665,2.085934,0.858971,2.48935,-1.343065,3.03951,5.295373,0.308415,4.139055,3.574252,5.951629,3.876922,4.262809,0.70214,7.148646,-3.863689,3.492269,1.183012,-4.099658,0.251736,4.270013,-1.398271,1.953707,0.757809,3.663163,-2.026514,1.341228,0.427341,3.925072,4.579454,0.286415,4.579454,3.569775,-0.565526,3.663163,0.355866,-2.037798,3.63257,3.45372,3.191043,-0.633517,-2.258148,5.272601,3.065126,1.812786,2.700178,4.840644,5.24461,4.868034,4.592241,2.387913,2.195747,4.351708,1.061846,1.426918,-2.075918,-0.575303,-0.22855,-4.214915,3.981325,1.86529,3.153959,4.632169,5.999884,2.740053,3.276823,-0.217759,2.455647,4.024683,5.039662,3.654773,5.114887,0.463062,2.749108,2.989209,2.150048,-6.501635,5.129155,-0.010275,1.888464,2.127142,4.093149,3.438617,0.078893,4.264875,5.273528,3.616219,-4.101189,4.336593
1240223,3.718799,2.491444,-3.745296,-0.834738,-5.917258,-3.314183,-5.090387,2.962731,1.895533,2.68881,5.104686,-2.129313,2.133946,-1.136702,1.936053,-1.544707,0.340176,-2.033541,-1.388825,-1.463725,4.048102,1.948822,-0.177722,-1.225207,0.951552,2.224018,1.093521,2.071146,2.257694,1.663598,-0.073019,3.005592,-6.9785,-2.42271,-1.65574,0.815897,2.719596,4.185107,5.505637,-4.426832,10.495328,-2.285722,0.97829,-4.422667,-7.767016,2.25053,2.512138,-0.137924,4.468017,4.341497,1.123078,-2.905669,4.516215,0.680002,4.845717,1.676745,1.788943,3.486334,2.107672,NA,2.004034,3.576204,5.053145,0.214597,4.95019,2.363301,3.644436,-0.050504,4.526148,2.802803,5.102152,1.884944,5.150252,4.962276,1.922413,5.05303,1.412794,5.155108,3.670516,5.430566,-5.910342,1.7026,3.773741,-0.967163,-0.920011,-0.632789,3.188428,0.0837,2.355219,4.461489,3.809242,1.015656,-2.227623,4.116767,4.79054,4.802153,5.772053,3.308127,3.780662,4.552525,4.583405,2.556464,4.02526,1.273647,0.332332,2.139128,0.304907,4.05291,5.170806,3.103919,1.741481,NA,4.973518,1.569623,0.63347,4.87717,-1.620502,3.870745,4.699613,1.362312,5.021076,4.942225,5.703635,5.452163,5.277142,NA,7.203616,-4.809913,2.987525,-1.556921,-5.941245,-1.606822,2.895425,1.812217,1.141038,0.380172,2.697552,-2.251902,-0.614773,-2.566736,3.328131,4.040093,-0.35068,4.325998,0.614715,-0.52545,2.339436,-3.210354,-3.524955,2.419694,2.252001,3.647606,-3.44015,0.899454,4.724389,2.425808,0.314975,1.979003,5.161611,3.738743,4.484514,3.999819,2.303889,0.091369,2.934997,1.883754,-0.781624,-3.737408,0.716556,-0.842915,-4.72149,2.278787,-2.092544,3.868808,3.469934,6.501403,4.835169,1.980751,-1.189386,3.023846,2.568701,4.252834,4.361871,3.584622,0.295661,2.598265,2.009482,4.436321,2.742129,3.512189,-2.103832,2.752433,2.059286,3.673027,4.361871,-0.390016,3.782415,6.15363,3.298204,-4.714373,5.031673
905956,2.615975,3.619299,NA,NA,NA,NA,NA,NA,5.152415,NA,3.674547,NA,5.29151,NA,1.86803,NA,NA,NA,2.927966,NA,NA,NA,NA,NA,2.355226,NA,NA,NA,NA,NA,NA,5.035039,NA,NA,NA,NA,NA,NA,5.761457,NA,10.479109,NA,NA,NA,NA,NA,4.657247,NA,4.464299,4.858453,NA,0.189086,4.772569,2.796275,4.418145,4.41767,1.353695,3.175491,5.18177,4.318389,4.085233,5.631404,5.373032,2.403759,5.173233,2.465461,4.692901,0.835488,4.996367,3.236559,4.860818,3.222948,5.52467,5.1829,5.526933,5.540869,4.076898,6.135721,5.76205,6.208423,1.107202,6.056153,4.631272,4.463813,3.629012,5.467293,6.194915,4.827571,2.930873,6.102799,4.844072,3.786607,-2.367854,4.891555,3.935928,5.006112,6.090766,4.896264,3.646238,3.572725,6.17578,5.536913,5.276691,0.282101,5.540772,3.353105,0.722424,5.815506,5.944342,6.206038,3.08681,1.875376,6.208464,4.848227,1.025368,5.259025,4.119181,5.156419,4.501361,1.792703,5.539796,5.159602,6.096218,6.210804,6.19344,3.464728,10.453168,-5.282289,2.281434,1.456672,-5.923566,1.380369,5.262936,2.490899,1.917674,-0.257607,1.8556,-1.18115,-0.080001,-2.559292,3.227335,2.989663,1.220589,2.6438,1.701665,-0.667188,2.22791,-1.481245,-0.119478,2.905734,2.759441,3.362498,-3.218551,2.117094,4.71424,0.686715,1.958298,2.689675,5.293748,4.306367,4.726629,1.933397,3.733019,2.72423,4.448619,1.494547,1.366313,-2.481531,0.72069,-0.609704,-4.299013,0.611576,-0.743732,4.925196,3.306333,6.470519,3.664216,2.410151,-0.646339,4.959458,4.783207,4.219395,4.56809,2.348918,0.708962,1.273266,-1.629272,1.850133,-2.733448,2.344485,-0.041861,2.78061,1.94765,3.565027,2.452269,NA,-1.417566,6.053807,3.158475,-4.327235,5.274795
910907,3.09977,3.552532,-1.443202,1.752896,-2.412572,-0.511044,-2.922302,5.142926,2.828977,3.098538,5.289386,0.659437,4.099381,1.268318,4.230776,-0.052875,2.025207,1.788771,0.477379,0.560406,6.066431,2.581737,1.210692,0.092463,2.672761,2.092804,1.752499,3.604158,3.28344,2.659414,2.454364,4.864535,-6.10169,-1.256156,2.645539,3.068597,2.305966,4.301344,5.795551,-3.8659,9.05739,-2.187426,1.788829,-2.165811,-3.614668,3.019913,3.946265,1.88121,4.816294,4.863178,3.251201,0.626757,5.442123,2.677096,5.487283,5.092955,2.072356,4.878085,5.533158,4.341334,5.117176,5.425579,5.508339,4.574086,5.946267,6.012744,4.820071,1.745961,5.232486,3.224591,4.846622,3.05488,5.406404,5.125784,4.893129,4.863344,4.093193,5.573274,5.913525,6.185022,1.571844,5.901187,4.66944,4.309454,3.402866,6.09693,6.200644,5.509544,2.729709,6.150301,4.819896,2.602221,-1.476508,5.087012,4.683379,4.803629,6.196328,5.057846,5.642384,3.948249,6.202588,5.533158,4.769423,3.006996,5.253778,3.958298,3.787379,5.279531,5.689235,5.704936,5.441342,1.776043,6.162407,4.84001,0.701215,5.533158,4.109606,4.815609,5.00474,3.07746,5.532877,4.735032,5.550002,6.202588,5.429136,4.429248,7.338839,-3.076894,1.857694,0.5046,-4.487856,1.590379,5.271077,0.632765,NA,3.32289,2.640074,1.818916,2.33085,-1.661487,3.17952,3.107143,2.07659,2.655864,2.773826,-1.379933,2.568888,0.163928,NA,3.765711,NA,NA,-5.355419,1.645656,5.484164,3.506734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.030314,NA,NA,NA,1.099359,5.093926,4.70061,5.332194,5.509441,3.142432,0.495969,3.234375,4.816294,4.59862,4.659294,4.115173,0.696821,2.508551,1.116918,1.297939,0.518533,2.543088,-0.774354,3.016934,2.3458,2.16508,2.636182,-1.849748,5.069587,5.441216,4.37097,-3.891016,4.99407
905945,2.310385,1.721582,-0.657895,1.935202,0.79358,2.049412,-1.509836,6.128812,3.764864,5.646856,2.13732,1.494078,4.635933,2.932111,-1.026273,2.164312,2.801358,3.4729,1.33799,1.219673,9.800489,3.028496,2.194579,-0.866502,-0.384935,5.521381,3.062938,3.524277,3.735751,6.022371,3.567255,3.169194,0.075359,0.182308,1.133304,3.816966,4.977557,5.539211,6.746943,-1.525117,8.427405,-3.012748,4.327598,-3.581276,-2.074071,3.142698,4.362701,2.476915,3.215432,4.947733,3.22589,-1.647562,3.107827,2.060687,5.335402,4.104064,-1.601127,2.088945,1.602918,3.03092,5.439546,6.638192,5.406812,0.507261,2.442212,2.477724,3.19163,-0.473871,5.201973,2.083193,4.017454,-0.40576,4.506201,6.074645,2.457511,4.828533,3.96414,5.787653,3.816494,5.941319,-2.341886,4.079662,5.366504,-1.369735,-1.87551,-1.124058,3.791944,0.392189,3.536863,4.06406,3.536055,-0.159243,-6.340275,5.275771,2.168691,5.814619,5.541587,3.297776,3.36631,4.664616,3.198247,3.548757,4.680802,-2.187684,4.751312,1.816686,-0.232603,-0.251585,4.001172,3.008867,2.416959,2.050485,6.753829,1.626638,1.332761,0.031913,0.136668,5.514603,3.140762,-0.251406,6.051832,4.894534,6.750527,1.36357,5.489616,-1.72917,6.355172,-3.817549,4.849185,1.774768,-5.465439,2.08722,4.693369,3.06495,4.032283,1.581975,4.401338,4.031203,4.477217,-2.720317,4.856021,5.31386,3.770931,5.338126,4.378874,4.450989,1.774566,1.537608,2.565728,3.9182,3.56889,4.529541,-4.098438,0.68188,5.78271,5.080669,4.32829,2.983028,5.950271,5.156627,5.544266,4.11502,4.425615,3.08163,4.110572,-1.194619,0.184057,-2.554207,-1.129828,-1.256458,2.735598,5.367535,1.035092,2.990852,3.151668,7.565214,3.214004,2.542541,-0.327392,3.671931,3.040592,3.218159,0.980707,3.290172,1.222972,3.021495,2.07622,1.643433,-2.014804,5.825176,1.174973,3.303172,2.83241,2.865401,2.623155,1.997808,4.18734,6.662296,4.551739,-3.389858,4.31612
908139,NA,3.546769,-3.491423,1.01245,0.277139,-1.577024,-5.705311,2.578056,2.717987,0.724565,4.006691,-0.122505,1.631634,0.295662,3.184706,-0.906217,1.234006,0.335258,0.246398,0.078071,6.921841,-0.098057,-0.680074,-0.545727,1.766975,1.927376,1.309946,0.779455,3.156282,2.249286,1.423152,1.963986,-5.329291,-1.976869,0.800722,2.067003,2.984749,4.600984,5.701051,-4.522585,7.160995,-2.143175,3.517285,-3.304373,-7.269845,1.664517,3.488437,-0.068147,3.23195,4.303668,1.197429,-1.285447,4.831267,2.075138,4.050179,3.639698,2.546099,4.725106,3.41239,2.921551,3.883692,5.375707,5.325831,1.320468,5.335329,2.406306,3.138286,1.09476,4.826907,2.707815,4.485887,2.460597,4.227892,4.143891,2.208566,3.732599,2.126938,4.261112,4.597554,5.368677,-3.951298,2.524243,2.989617,0.832951,0.517784,1.185208,4.82505,1.217474,2.413039,3.851061,4.099807,1.624176,-1.280637,4.345941,3.03793,4.613893,5.306999,2.76054,4.19294,4.081651,3.767645,3.796047,4.593767,3.983139,0.193169,2.776321,2.576323,3.51957,4.016081,3.267992,2.410612,0.081785,4.198343,2.666013,0.341231,4.319894,0.190653,4.377253,3.639965,2.305579,4.590763,4.161826,5.554153,5.149927,4.839382,-1.597681,6.692723,-4.462283,3.121602,0.197682,-4.935031,-0.938747,4.52642,0.60901,1.785285,0.829171,3.065862,0.931589,2.20381,-2.58645,4.269973,4.314947,0.812969,3.882825,2.462915,0.201541,2.449277,1.07955,-0.390011,3.305357,1.963884,3.835369,-5.124022,1.198829,4.152051,4.541677,2.13018,2.466406,4.78124,3.422871,4.328921,4.5289,3.300452,3.977199,3.728097,1.275235,1.406998,-1.713635,1.776091,0.240084,-1.278661,3.960251,4.09099,3.291743,3.081024,NA,3.321876,2.25869,-0.176779,3.569459,3.2123,NA,NA,1.700689,-0.555257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564419,-2.332369,NA
