,RPS4Y1,KRT19,VIM,S100P,TACSTD2,TGFBI,CAV1,TM4SF1,C19orf33,SRGN,SPINT2,DKK1,KRT8,EPCAM,NNMT,BEX1,UCHL1,MYOF,MAL2,IFITM3,SPOCK1,BASP1,DSP,MGST1,HSPA1A,GNG11,HLA-DRA,FN1,CYR61,SPP1,SLPI,PXDN,BEX3,TPD52L1,GDF15,LGALS1,LGALS3,BST2,PRSS23,ANXA1,S100A14,LCN2,MIR205HG,NUPR1,IFI27,ANXA3,BEX4,KRT7,S100A16,EFEMP1,SPARC,AKR1C1,UCA1,HLA-DPA1,CYBA,ESRP1,IGFBP3,TUBB2B,RAB25,CAV2,LCP1,TSPAN8,GYPC,CLEC2B,ALDH1A1,TSPAN1,TFPI,ARHGDIB,TMSB15A,VAMP8,AKR1C2,GPX2,S100A6,LAPTM5,CTGF,IER3,SNAI2,GAL,CXCR4,GMFG,TIMP3,TESC,IFI16,SCG2,S100A10,AKR1C3,CD9,PRAME,SRPX,IGFBP6,C15orf48,IL1A,CNN3,GTSF1,CLDN4,IGFBP2,C3,SERPINE2,HTRA1,S100A4,NMU,COL1A2,SFN,SULF2,CTSZ,RAB34,FGFBP1,IFITM2,CXCL8,TSPYL5,BMP4,PLS3,ID1,S100A11,MAP1B,CCL2,TUBB6,S100A2,INHBB,S100A9,QPRT,CSTA,PLOD2,F3,CTHRC1,FHL2,AKR1B10P1,GALNT3,PLBD1,CPE,AKAP12,HOXA9,PLEK2,QPCT,PTN,PYGL,NQO1,SERPINB1,ASS1,PLAU,CD44,C3orf14,AKR1B10,ACTA2,MMP1,IGF2BP2,ERRFI1,RNF182,CXCL2,CPVL,DUSP4,BAMBI,SCG5,ITGA2,PNMA8A,C1S,TWIST1,TUBA1A,IL1B,GSDME,LUM,PTGR1,ELAVL2,CST6,CDH2,RTL8C,MX1,VEGFC,FAT1,SDC2,PLIN2,CXCL1,TNFSF10,SQOR,TNC,MYLK,NRN1,CMBL,MLLT11,LAMA3,ESRP2,APOBEC3B,KRT15,SGK1,TFF3,SORL1,HOXB2,KIF26A,BEX2,COL3A1,PLK2,ITM2A,POU2AF1,PHLDA1,OCIAD2,GSTP1,GPR87,CD53,SERPINE1,SMARCA1,AHNAK2,SLC27A2,RAB32,COL17A1,COL6A3,CA2,TCIM,TNFRSF12A,KRT6A,CALD1,CDH3,RNF128,PYCARD,CTSH,AGR2,BLNK,TUSC3,DUSP6,PLAT,CSAG1,MDK,EMP3,INSM1,TNNT1,COCH,TNFRSF11B,PMP22,SELENOP,IL13RA2,SDC4,FOS,PDLIM1,CD74,FBXO32,ADORA2B,KLF5,DSG2,LAPTM4B,KCNK1,CORO1A,VCAN,CLDN1,PMEPA1,TMEM98,CHGA,MEST,TIMP1,IFIT1,RAMP1,RAB31,FAM20C,FLRT3,PALLD,G0S2,TSPAN13,CMTM7,FKBP10,COL4A2,CEBPD,GPR160,LRMP,ALOX5AP,CTSL,APOE,ZNF667-AS1,TENM2,ACSL5,S100A8,MMP7,ALDH2,GPNMB,ID2,C1R,CD68,TPBG,ME1,MAGEA4,ADM,SYTL2,EIF1AY,SELENOM,LGALS3BP,S100A13,THBS1,DENND2D,SERPINB5,LOXL1,RARRES3,KYNU,PPARG,LPXN,IFI6,HSBP1L1,CAPG,KRTCAP3,ALDH1A3,GNG12,TIMP2,DUSP5,HLA-B,RND3,EPSTI1,MOCOS,FAM83H,RAB17,CYP1B1,SYT1,PERP,LY96,HLA-C,KHDRBS3,PSMB9,ARHGAP15,PDZK1IP1,JUP,CCND1,MSN,SEMA3A,PTX3,YAP1,STMN3,TCF4,ANXA10,DUSP23,AP1M2,KCNN4,DCBLD2,POPDC3,KRT5,TBC1D2,P4HA2,TFF1,STC2,DPP4,MGLL,CNRIP1,IGF2,RHOH,POSTN,TMEM158,AXL,GCNT3,ITGA6,IFI44L,LAYN,VAMP5,ID3,CENPV,ARMCX2,GPRC5A,PSMB8,JCHAIN,RGCC,ARL4C,CLIC3,TMC4,MAGEC2,SLFN11,HTATIP2,PRXL2A,GATA3,RARRES1,COL5A1,CDKN2A,ST6GALNAC2,HDGFL3,ALPK2,ANKRD1,BCL11B,LXN,TMEM47,FST,PIR,NT5E,RPL39L,SLC35G2,LYZ,CDH1,HSPA2,ISG20,RGS20,RGS2,EDN1,LDHB,IRX3,NFKBIZ,NCKAP1,EMP1,SPATS2L,SUSD3,SERPINF1,ISG15,DDX3Y,KDELR3,CD52,YBX3,ITPRIPL2,AMIGO2,MYC,PCP4,TMEM45A,P2RY8,INHBE,BCL2A1,COL7A1,MGMT,ADAMTS1,DNER,FAP,TUBA4A,GPX8,MFAP2,DOCK11,SAMD9,ASCL1,COL11A1,CA12,PON2,ADRB2,CDS1,PROCR,POU4F1,KRT23,GSN,ZBED2,TCEAL9,DDX60,XIST,SLC16A4,VGF,ID4,AIM2,COL4A1,GLDC,CEACAM5,RRAGD,PAPSS2,TRIP6,NREP,ST14,CDC42EP3,TRIB2,GLB1L2,APOC1,ADGRL2,DTX4,RAB38,FSTL1,CD40,ENPP2,ATP1B1,HES6,FLNC,IFI30,SERPINH1,STMN2,SERPINB6,TFPI2,RHOBTB3,GPAT3,GPRC5C,CCDC80,KRT14,SGCE,GPX7,CCND2,BIRC3,TCEAL3,CKB,PTPRC,RGS4,SIPA1L2,EBF1,CHN1,CD70,FBXL16,STEAP1,SEL1L3,EGR1,LAMA1,CD55,DLC1,PHGDH,CCL20,HOXD8,STC1,PTPRM,LYN,LOX,KLK8,CALB1,ERP27,AK4,GLIPR1,PRKCB,HENMT1,TMSB15B,LDOC1,LAMB3,BMP7,PLAUR,GSTA4,FAM92A1P1,BACE2,P3H2,GRP,BATF,FOXQ1,RHOD,SH3BGRL,MT2A,TCN1,ARHGEF5,ANXA4,PHLDA2,NECTIN3,PLPP2,SPRY2,AEBP1,IGHM,PLCG2,PPIC,GAS6,PI3,ANXA6,ICA1,TSPAN6,RARRES2,ATF5,NELL2,LIMCH1,THY1,SERPINA3,SYCP2,FAM210B,FAM129A,TAGLN,ENAH,MAGEB2,PRTFDC1,CXCL5,GCHFR,FYN,PRSS3,ITGB2,PLEKHO1,APP,HMCN1,TRBC2,CHI3L1,C12orf75,COL9A3,TJP1,SNX7,TES,BCHE,MYB,DHRS2,TNFAIP6,SLIT2,PIMREG,ITGB5,MYO1B,KRT20,ATP8B1,GNG4,CTSV,XYLT1,IGFBP5,SAA1,RGS16,MGST2,TUBB2A,TAGLN3,MAP2,TNFAIP3,MTCL1,ASPHD1,NEURL1B,S100B,STEAP2,CYTL1,LURAP1L,ECHDC3,SAMSN1,PCDHB5,BTK,HOOK1,SYK,PRR15,CD82,MZB1,LCP2,GAS1,UBE2L6,HHEX,TOX3,COLEC12,SERTAD4,MATN2,SFRP1,REC8,CCNA1,RRAS,ENC1,CAMK2N1,WWTR1,PROSER2,ANK3,RAB33A,IRF8,GPC4,SIK1,HERC5,DDR2,VCAM1,CKAP4,NCF4,PTGS2,PABPC4L,RASGEF1A,PRKD1,CYB5R2,MITF,SOWAHC,ADCY1,RAB20,ZEB1,THSD7A,GIMAP2,OVOL2,SELENBP1,FERMT2,FHL1,ELAVL4,ISL1,CLDN3,HEPACAM2,GLI3,COL4A5,RASEF,ADA,ONECUT2,UPP1,ANKRD22,NR2F2,CST3,ALDH3A1,PRRX1,PMEL,ZNF83,LRRC17,MNX1,NTS,KRT13,CASP4,PLEK,RGS5,PLAC8,MEF2C,SLC16A3,LSR,WNT10A,LAMC2,FBP1,FAR2,SDC1,STAMBPL1,AHNAK,SLAIN1,MAGED1,SNCA,DPYSL3,NLRP2,PLPP3,CAPN2,KCNMB4,TMEM51,MXRA5,FOXG1,CTSS,EFEMP2,TM4SF4,COL18A1,MMP14,CAVIN2,CFD,PHGR1,CDCA7L,GLRXP1,GALNT14,MAB21L1,TRIM2,DEPTOR,RNF130,PCOLCE2,BMP2,PDGFC,RFTN1,GATA6,PLA2G4A,ELF3,PLS1,NAPRT,DYNLT3,GLRX,HSD17B2,TNFRSF21,SOX9,RETREG1,TRIM22,MAGEH1,OAS1,IFIT3,MT1E,IL18,SERINC2,COL16A1,EMC10,PCDHB2,HPGD,CD99,PRDX2,NR0B1,LTBR,NFIB,CDK6,KRTAP2-3,EPB41L2,FOXF2,DOCK10,CYFIP2,MT1G,ZG16B,FGF13,CEACAM6,FZD2,TLE1,CHST11,CMTM3,PCLO,KIAA1324L,VSNL1,STOM,CNKSR3,ZIC2,PRSS21,CAVIN3,MS4A1,NTN4,MPZL2,NETO2,NRIP1,TOR4A,UGT2B7,MT1A,THBS2,TYRP1,SRPX2,GOLT1A,IRX2,AZGP1,IRS2,HOPX,CST7,NUDT11,COL5A2,NMI,HLA-DRB1,MT1F,GULP1,BIK,MOK,FAM43A,COPZ2,HOXC4,TCL1A,TXLNGY,AVPI1,PMAIP1,ST6GAL1,KCNMA1,SOCS2,OASL,CSRP2,DNAJC15,TMEM246,RTN1,DNAJC12,SERPINI1,PRICKLE1,RFLNB,A2M,KCNS3,PDGFRA,GOLGA8A,PITX2,INPP1,SIX4,RGS13,ICAM1,GBP3,LMO2,LARP6,SERPINA1,BDNF,EFNA1,FUCA2,LINC02562,KLF4,FAM83A,TUSC1,TGIF1,NOL4,CD48,CDKN2C,CBS,DSG3,RBM47,TSPAN12,TENT5A,ABCC3,SKAP2,FOXF1,STEAP1B,MSL3P1,HSPB8,PCDH9,SACS,CXXC5,POU3F2,ARNTL2,MYCN,SAT1,DCDC2,FAM129B,OLFM1,TTC28,CD38,FOXA1,TCEAL4,NID2,PIK3AP1,FAS,FRMD6,CRYAB,EXT1,NDN,CYB5A,ANXA2,PLCB4,FOXC1,TGFB1I1,GNAI1,VLDLR,LRRN3,MYBL1,CD302,WASF3,FZD6,DKK3,AP1S2,SOX11,TSPO,GBP2,PROS1,ALX1,ETS2,CFH,SOX4,ZFP82,WIPI1,GRB10,RHOV,EYA4,BCAR3,CDCP1,SAMD5,CFI,EVI2B,RBP7,PTGFRN,PKIB,GPX1,ABLIM1,FAM107B,PRSS8,HES4,CTH,TSPAN5,NRXN3,FKBP1B,NRIP3,BAIAP2L1,FAT3,RAB13,IL7R,OLFML3,FADS1,FXYD5,MARC1,SRSF12,RTL8A,MECOM,HLA-E,OPN3,MOXD1,FERMT1,GSTO2,ZNF711,ARID5B,ST3GAL6,ARMCX1,TBC1D8,ZNF467,PRNP,EMB,RAI14,FAM155A,ACKR3,DCT,HYI,HSD17B8,CT83,GALNT5,CHCHD10,RIN2,RHOF,MX2,TRNP1,DUSP2,TSPAN7,CLGN,SLC7A2,CADM1,LY86,PRR15L,WLS,PNPLA3,EPB41L3,RHOU,JAKMIP2,BEX5,AHR,STOX2,TGM2,CHRM3,MLPH,LAMC1,METTL7B,CDH13,LGALS4,TFAP2C,CRYM,TYR,DEFB1,MICALL2,CPQ,MLANA,IGLL1,LITAF,MYL9,DUSP1,CTBP2,JUN,PLEKHA1,NR3C1,PTPRF,EPHA2,ADSSL1,BCAT1,LYPD6B,UPK1B,TNFRSF17,SPINK1,CDA,LAT2,MMP10,PSG5,CYBRD1,TENM3,EVA1A,NPDC1,DHRS9,GUCY1B1,HIST3H2A,EAF2,CBR3,ZHX2,SLC7A7,HIST1H2BK,SOSTDC1,GEM,TNNC1,PLLP,MAFB,MSX2,SULF1,IMPA2,XAF1
RPS4Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT19,0,0,165,215,555,303,501,184,0,0,244,285,970,903,0,0,187,181,400,0,0,167,566,0,0,0,0,582,264,422,0,0,0,0,158,0,684,0,0,361,400,212,0,0,0,359,0,955,278,0,231,0,0,0,0,428,249,0,377,476,0,171,0,0,418,256,0,0,0,0,0,0,247,0,386,0,523,0,404,0,214,0,0,0,276,0,216,0,0,157,0,218,0,0,619,155,0,414,0,551,0,274,460,0,0,0,261,0,260,0,363,251,190,185,0,212,0,248,0,176,0,0,0,154,0,0,0,0,0,0,0,0,211,0,246,0,157,0,193,239,638,0,0,401,242,0,169,0,0,0,0,0,0,296,0,0,460,0,163,0,229,167,0,184,559,0,0,273,0,0,0,214,0,0,0,0,0,0,0,185,250,0,922,0,370,0,0,0,0,212,0,0,0,183,0,287,0,0,237,0,0,0,0,187,0,296,0,352,931,332,386,0,0,0,554,0,0,0,0,0,299,0,0,0,0,0,0,0,0,155,150,173,0,0,0,170,326,0,0,0,161,354,0,0,590,0,309,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,168,0,0,345,0,0,0,0,473,169,0,0,0,0,0,0,216,0,188,0,405,0,0,0,161,0,0,0,0,0,250,0,0,0,0,0,0,0,266,153,157,0,364,0,0,0,0,0,0,263,525,186,0,0,353,0,190,0,0,328,0,0,0,938,0,0,476,231,430,0,0,275,0,260,0,195,0,589,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,385,0,293,457,0,0,0,0,0,0,0,186,0,393,0,0,0,742,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,154,0,0,440,0,0,0,0,0,197,0,0,0,208,0,0,0,0,0,0,0,477,0,0,0,0,0,908,150,0,0,0,0,0,0,0,0,170,0,844,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,908,374,0,0,0,0,243,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,240,190,260,0,0,0,0,510,0,156,273,0,0,0,0,252,158,0,0,0,0,0,0,158,0,0,150,0,0,0,0,0,0,591,0,0,0,0,321,0,0,0,182,0,271,0,0,0,239,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,911,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,213,0,0,0,0,0,201,0,0,0,0,234,0,0,232,0,0,0,0,0,0,0,0,0,0,0,245,0,0,252,0,0,0,0,0,0,0,0,487,0,0,228,0,0,0,0,255,574,0,0,0,0,0,322,0,0,187,0,255,0,0,0,0,509,0,914,0,0,0,0,0,0,161,0,277,0,0,480,0,212,0,0,0,185,0,0,0,0,0,0,0,0,0,0,161,182,0,0,0,0,0,0,0,0,0,0,0,188,0,0,352,0,356,188,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,166,0,0,0,0,0,0,187,287,0,248,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,151,227,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,183,0,311,0,167,0,0,0,259,0,0,0,454,0,203,0,0,595,211,0,0,0,0,0,0,248,0,0,0,0,0,410,0,0,0,0,0,0,0,0,207,0,0,0,0,0,154,525,0,208,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,294,0,153,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,487,153,163,0,0,0,189,0,0,0,159,0,0,377,0,0,580,0,0,237,0,0,213,210,0,0,0,232,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,181,0,0,0
VIM,0,165,0,0,0,373,363,0,0,0,0,215,438,583,0,0,211,241,0,214,0,448,543,0,176,200,0,729,197,283,254,154,0,0,416,578,482,222,0,526,0,369,0,0,0,417,0,0,0,0,458,0,0,0,172,284,239,186,196,237,165,0,0,0,385,0,0,0,0,0,0,0,388,0,389,0,766,0,304,0,240,0,164,0,324,0,267,0,0,0,0,0,0,0,398,150,0,154,0,587,0,531,0,0,0,0,266,167,247,0,435,240,229,351,313,251,328,206,379,0,0,0,0,0,0,0,0,0,0,0,0,209,154,0,188,0,200,160,0,346,597,0,0,598,234,207,0,0,0,0,0,0,0,161,0,0,777,339,211,0,333,0,0,0,740,0,0,185,0,155,161,188,0,0,176,0,0,0,154,0,156,0,0,0,309,0,0,0,0,526,0,0,0,0,0,293,0,0,393,0,0,0,0,174,328,0,0,180,0,389,397,0,0,0,243,0,0,0,195,0,0,514,0,915,0,0,0,0,0,181,293,294,243,0,0,159,161,220,0,0,366,398,0,0,297,0,405,0,0,184,0,0,186,0,250,0,0,329,0,0,0,231,163,191,0,0,0,0,200,163,0,0,0,366,0,0,0,0,0,0,0,157,0,278,0,219,188,0,0,390,0,168,0,167,0,270,0,317,0,0,0,0,0,0,153,208,0,0,0,0,0,0,0,0,332,362,371,0,170,208,0,150,259,0,0,0,0,0,0,0,0,211,150,0,0,339,223,0,359,0,369,0,403,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,310,0,327,367,0,0,0,280,0,0,0,206,0,312,0,0,251,772,0,0,0,200,0,221,185,0,0,184,0,0,0,159,0,0,0,198,0,0,427,0,0,0,261,158,0,342,195,0,158,290,0,0,0,0,289,155,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,371,0,328,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,212,0,351,182,0,321,0,0,0,0,157,284,178,190,0,0,225,411,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,345,0,227,0,0,0,0,0,0,0,296,436,291,0,0,0,0,0,0,199,181,0,0,0,220,285,0,0,0,0,0,0,0,0,163,0,304,0,0,169,0,0,0,395,0,0,0,0,434,159,0,0,0,0,0,0,210,0,252,0,0,155,0,0,572,0,0,0,0,0,0,157,0,162,0,175,220,0,0,0,0,0,0,0,358,0,326,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,237,0,0,0,299,0,0,157,0,0,0,0,0,0,0,0,0,0,296,217,0,0,238,0,0,0,0,171,0,0,155,777,0,0,347,167,0,0,0,212,415,0,206,177,0,0,0,460,0,152,0,209,208,0,0,0,0,0,0,0,0,185,0,184,0,0,0,217,0,0,213,0,219,0,0,494,211,0,0,0,0,0,0,166,189,175,0,0,336,0,0,0,0,0,0,161,0,0,0,0,387,0,0,258,507,179,191,0,0,0,0,0,355,0,0,0,0,174,0,0,0,0,0,0,0,263,193,166,0,0,248,0,0,0,0,0,0,0,284,0,194,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,191,0,0,0,0,0,0,241,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,171,0,361,0,195,0,0,0,203,0,0,243,232,169,0,0,0,354,0,0,0,0,0,0,0,0,213,0,0,0,0,252,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,294,0,344,0,0,0,517,0,0,0,566,0,260,0,173,182,0,0,0,0,0,182,0,258,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,154,184,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,396,0,190,0,0,188,0,214,0,0,0,0,0,0,0,217,0,0,194,0,0,312,0,193,0,197,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,168,0,0
S100P,0,215,0,0,333,249,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,267,228,0,0,0,151,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,336,0,0,0,0,0,0,153,0,238,0,0,0,0,0,0,0,0,321,0,163,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,204,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,258,0,0,327,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,151,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,265,257,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0
